#{"t_start": 1545883371.589995, "gym_version": "0.10.8", "env_id": "Acrobot-v1"}
r,l,t
-500.0,500,2.930576
-500.0,500,4.897992
-405.0,406,6.404187
-233.0,234,7.35021
-239.0,240,8.163833
-268.0,269,9.213939
-242.0,243,10.008659
-219.0,220,10.911625
-117.0,118,11.332829
-149.0,150,11.83172
-130.0,131,12.263786
-117.0,118,12.869958
-101.0,102,13.254236
-146.0,147,13.740948
-156.0,157,14.252015
-115.0,116,14.806012
-112.0,113,15.177465
-109.0,110,15.540611
-103.0,104,15.880512
-99.0,100,16.202555
-110.0,111,16.731302
-93.0,94,17.042859
-111.0,112,17.402521
-145.0,146,17.885337
-106.0,107,18.415498
-124.0,125,18.82991
-84.0,85,19.10868
-84.0,85,19.387967
-130.0,131,19.829187
-89.0,90,20.307518
-115.0,116,20.705584
-95.0,96,21.068445
-120.0,121,21.483916
-123.0,124,21.9402
-109.0,110,22.591196
-87.0,88,22.95045
-137.0,138,23.710271
-91.0,92,24.272173
-159.0,160,25.275249
-94.0,95,25.847712
-122.0,123,26.264866
-90.0,91,26.577663
-83.0,84,26.860245
-99.0,100,27.373552
-81.0,82,27.659463
-80.0,81,27.958228
-105.0,106,28.317787
-110.0,111,28.700413
-92.0,93,29.198182
-93.0,94,29.515565
-92.0,93,29.824099
-121.0,122,30.231711
-86.0,87,30.53168
-88.0,89,30.842407
-82.0,83,31.306809
-98.0,99,31.640782
-95.0,96,31.974414
-63.0,64,32.188461
-97.0,98,32.523954
-81.0,82,32.798073
-98.0,99,33.302968
-102.0,103,33.64346
-106.0,107,34.035709
-89.0,90,34.339541
-81.0,82,34.642259
-81.0,82,35.081073
-94.0,95,35.392677
-77.0,78,35.651953
-101.0,102,35.988855
-78.0,79,36.247203
-122.0,123,36.817162
-73.0,74,37.067402
-106.0,107,37.430701
-96.0,97,37.760858
-81.0,82,38.034816
-84.0,85,38.313663
-77.0,78,38.746602
-106.0,107,39.102943
-88.0,89,39.398842
-78.0,79,39.66098
-84.0,85,39.949427
-85.0,86,40.232615
-73.0,74,40.643469
-64.0,65,40.856642
-74.0,75,41.104858
-77.0,78,41.366978
-111.0,112,41.737897
-147.0,148,42.22457
-94.0,95,42.706563
-139.0,140,43.169002
-77.0,78,43.427652
-74.0,75,43.670631
-82.0,83,43.990959
-80.0,81,44.480036
-77.0,78,44.747772
-93.0,94,45.063792
-68.0,69,45.293396
-63.0,64,45.507808
-98.0,99,45.844288
-79.0,80,46.28866
-76.0,77,46.54503
-72.0,73,46.790371
-93.0,94,47.091798
-69.0,70,47.324134
-88.0,89,47.623367
-68.0,69,47.85055
-80.0,81,48.284306
-62.0,63,48.490942
-93.0,94,48.803525
-88.0,89,49.100684
-69.0,70,49.327678
-77.0,78,49.576943
-64.0,65,49.789102
-73.0,74,50.21296
-80.0,81,50.489584
-70.0,71,50.724082
-69.0,70,50.957347
-70.0,71,51.189485
-112.0,113,51.559349
-89.0,90,52.028166
-72.0,73,52.265436
-70.0,71,52.497284
-84.0,85,52.776163
-77.0,78,53.03737
-79.0,80,53.299519
-165.0,166,54.020218
-63.0,64,54.231547
-76.0,77,54.48675
-81.0,82,54.770409
-80.0,81,55.088691
-71.0,72,55.348867
