#{"t_start": 1545883371.7664473, "gym_version": "0.10.8", "env_id": "Acrobot-v1"}
r,l,t
-500.0,500,2.75451
-500.0,500,4.721853
-330.0,331,5.985921
-306.0,307,7.167517
-269.0,270,8.080194
-233.0,234,9.015318
-205.0,206,9.691188
-462.0,463,11.424981
-148.0,149,11.919584
-140.0,141,12.573629
-148.0,149,13.141502
-111.0,112,13.510231
-125.0,126,13.922619
-142.0,143,14.56531
-141.0,142,15.03113
-147.0,148,15.515554
-108.0,109,15.872315
-104.0,105,16.37696
-124.0,125,16.790463
-116.0,117,17.168981
-136.0,137,17.620049
-99.0,100,18.126414
-111.0,112,18.498069
-216.0,217,19.212375
-78.0,79,19.478449
-111.0,112,20.03375
-102.0,103,20.386483
-109.0,110,20.772175
-94.0,95,21.121169
-100.0,101,21.460678
-115.0,116,22.09754
-82.0,83,22.463799
-102.0,103,22.875283
-106.0,107,23.501529
-103.0,104,24.125264
-90.0,91,24.749486
-73.0,74,25.168125
-109.0,110,25.769644
-99.0,100,26.101225
-88.0,89,26.408898
-104.0,105,26.761034
-76.0,77,27.19741
-137.0,138,27.684661
-90.0,91,28.011076
-85.0,86,28.307226
-98.0,99,28.640597
-88.0,89,29.125835
-81.0,82,29.40214
-100.0,101,29.733413
-92.0,93,30.046581
-82.0,83,30.332267
-95.0,96,30.666317
-88.0,89,31.150427
-234.0,235,31.951558
-88.0,89,32.259058
-84.0,85,32.541703
-86.0,87,33.009123
-83.0,84,33.285024
-80.0,81,33.551256
-121.0,122,34.001252
-84.0,85,34.288714
-97.0,98,34.807323
-94.0,95,35.117898
-75.0,76,35.368496
-73.0,74,35.616225
-106.0,107,35.966408
-87.0,88,36.257479
-79.0,80,36.685416
-74.0,75,36.93838
-89.0,90,37.244392
-105.0,106,37.604697
-84.0,85,37.887727
-83.0,84,38.162994
-94.0,95,38.653118
-366.0,367,39.87962
-62.0,63,40.085156
-89.0,90,40.548588
-77.0,78,40.805699
-86.0,87,41.095581
-93.0,94,41.406263
-94.0,95,41.7212
-152.0,153,42.394079
-114.0,115,42.777752
-90.0,91,43.076305
-84.0,85,43.354399
-72.0,73,43.604761
-92.0,93,43.970987
-87.0,88,44.463564
-73.0,74,44.71653
-90.0,91,45.020042
-61.0,62,45.227111
-93.0,94,45.541887
-80.0,81,45.822076
-101.0,102,46.336138
-95.0,96,46.656466
-61.0,62,46.855617
-80.0,81,47.120477
-153.0,154,47.635777
-79.0,80,48.065698
-77.0,78,48.322656
-80.0,81,48.590964
-77.0,78,48.853983
-74.0,75,49.098041
-70.0,71,49.324905
-93.0,94,49.62993
-86.0,87,50.099251
-72.0,73,50.34679
-87.0,88,50.634593
-62.0,63,50.847264
-86.0,87,51.13159
-91.0,92,51.432253
-71.0,72,51.842341
-71.0,72,52.076344
-70.0,71,52.308789
-71.0,72,52.543381
-71.0,72,52.782632
-70.0,71,53.017738
-80.0,81,53.287006
-91.0,92,53.76448
-64.0,65,53.976969
-71.0,72,54.21557
-62.0,63,54.42912
-72.0,73,54.694905
-80.0,81,55.017146
-71.0,72,55.255383
-62.0,63,55.634852
-107.0,108,55.988748
-90.0,91,56.287211
-63.0,64,56.495772
-119.0,120,56.895866
-69.0,70,57.124042
-87.0,88,57.58565
-71.0,72,57.821145
-61.0,62,58.02331
-70.0,71,58.254469
-73.0,74,58.492636
-94.0,95,58.805219
-64.0,65,59.013122
-75.0,76,59.431747
-69.0,70,59.667103
-81.0,82,59.939372
-93.0,94,60.248384
-65.0,66,60.466805
-61.0,62,60.671591
-85.0,86,61.122893
-73.0,74,61.362963
-63.0,64,61.568014
-133.0,134,62.011458
-70.0,71,62.256358
-86.0,87,62.546311
-98.0,99,63.047583
-94.0,95,63.365507
-109.0,110,63.738079
-62.0,63,63.946143
-83.0,84,64.228188
-74.0,75,64.473099
-94.0,95,64.968598
-62.0,63,65.176186
-70.0,71,65.414149
-74.0,75,65.703349
-62.0,63,65.963016
-70.0,71,66.230341
-62.0,63,66.435006
-61.0,62,66.807605
-72.0,73,67.046496
-86.0,87,67.336199
-62.0,63,67.545773
-71.0,72,67.784018
-70.0,71,68.026268
-61.0,62,68.235109
-86.0,87,68.707975
-70.0,71,68.942699
-69.0,70,69.177956
-62.0,63,69.383452
-88.0,89,69.677441
-110.0,111,70.041016
-70.0,71,70.272577
-70.0,71,70.673508
-70.0,71,70.90709
-72.0,73,71.141793
-71.0,72,71.381712
-64.0,65,71.592888
-61.0,62,71.796133
-83.0,84,72.077041
-75.0,76,72.513649
-61.0,62,72.73535
-74.0,75,72.990448
-85.0,86,73.292212
-70.0,71,73.544313
-63.0,64,73.762578
-79.0,80,74.038541
-70.0,71,74.458642
-62.0,63,74.685635
-88.0,89,74.992806
-63.0,64,75.211079
-65.0,66,75.434786
-63.0,64,75.657914
-72.0,73,75.91859
-62.0,63,76.137323
-70.0,71,76.554733
-71.0,72,76.844601
-69.0,70,77.091709
-71.0,72,77.37649
-106.0,107,77.771623
-70.0,71,78.017724
-70.0,71,78.444854
-61.0,62,78.656153
-70.0,71,78.888496
-70.0,71,79.138535
-62.0,63,79.364547
-83.0,84,79.650668
-63.0,64,79.876338
-62.0,63,80.095874
-63.0,64,80.487048
-79.0,80,80.75985
-62.0,63,80.971503
-63.0,64,81.184975
-70.0,71,81.416038
-87.0,88,81.711008
-62.0,63,81.913908
-63.0,64,82.298257
-70.0,71,82.532335
-71.0,72,82.776255
-62.0,63,82.98488
-63.0,64,83.192806
-63.0,64,83.401998
-63.0,64,83.609761
-72.0,73,83.852734
-63.0,64,84.232644
-62.0,63,84.437649
-71.0,72,84.676196
-63.0,64,84.88501
-115.0,116,85.271829
-63.0,64,85.483868
-71.0,72,85.723857
-100.0,101,86.232214
-62.0,63,86.443625
-62.0,63,86.665284
-63.0,64,86.935119
-89.0,90,87.240183
-70.0,71,87.468885
-130.0,131,88.078398
-61.0,62,88.28106
-86.0,87,88.571164
-62.0,63,88.780931
-109.0,110,89.142296
-70.0,71,89.3744
-63.0,64,89.753753
-64.0,65,89.958987
-72.0,73,90.196492
-71.0,72,90.429241
-85.0,86,90.712592
-85.0,86,90.995434
-61.0,62,91.202943
-63.0,64,91.586539
-88.0,89,91.885535
-93.0,94,92.198633
-64.0,65,92.416739
-87.0,88,92.70906
-64.0,65,92.920393
-62.0,63,93.138356
-62.0,63,93.517543
-62.0,63,93.732284
-63.0,64,93.946332
-62.0,63,94.156405
-70.0,71,94.395474
-62.0,63,94.603864
-63.0,64,94.813438
-92.0,93,95.125029
-61.0,62,95.496345
-62.0,63,95.70324
-62.0,63,95.91041
-77.0,78,96.167173
-62.0,63,96.3736
-75.0,76,96.630452
-86.0,87,96.918493
-70.0,71,97.32191
-63.0,64,97.534832
-63.0,64,97.787452
-71.0,72,98.065185
-71.0,72,98.302073
-71.0,72,98.540295
-62.0,63,98.74933
-61.0,62,98.953847
-71.0,72,99.360293
-61.0,62,99.577635
-70.0,71,99.819779
-62.0,63,100.031046
-62.0,63,100.24194
-62.0,63,100.448316
-63.0,64,100.664562
-62.0,63,101.040693
-62.0,63,101.249302
-62.0,63,101.454126
-71.0,72,101.69295
-63.0,64,101.905903
-62.0,63,102.112767
-62.0,63,102.32215
-61.0,62,102.528316
-90.0,91,102.995068
-60.0,61,103.201454
-61.0,62,103.404141
-62.0,63,103.606611
-86.0,87,103.890822
-62.0,63,104.094168
-61.0,62,104.299943
-62.0,63,104.508379
-62.0,63,104.890082
-63.0,64,105.101137
-62.0,63,105.306799
-88.0,89,105.60527
-71.0,72,105.847627
-63.0,64,106.059313
-63.0,64,106.266353
-62.0,63,106.647528
-86.0,87,106.938108
-60.0,61,107.141229
-62.0,63,107.350642
-63.0,64,107.55781
-72.0,73,107.798765
-61.0,62,107.99832
-61.0,62,108.200397
-94.0,95,108.709699
-61.0,62,108.915011
-62.0,63,109.130394
-63.0,64,109.374169
-62.0,63,109.585382
-105.0,106,109.935601
-61.0,62,110.138418
-60.0,61,110.512203
-63.0,64,110.722864
-71.0,72,110.960415
-63.0,64,111.17327
-61.0,62,111.378154
-62.0,63,111.593823
-72.0,73,111.831685
-62.0,63,112.037332
-93.0,94,112.513762
-62.0,63,112.720079
-96.0,97,113.035938
-99.0,100,113.363911
-62.0,63,113.568431
-62.0,63,113.773459
-63.0,64,114.152403
-62.0,63,114.360577
-63.0,64,114.583466
-62.0,63,114.78815
-63.0,64,114.993772
-83.0,84,115.268831
-61.0,62,115.474937
-62.0,63,115.682669
-61.0,62,116.055607
-61.0,62,116.262627
-62.0,63,116.467236
-62.0,63,116.681184
-62.0,63,116.887694
-63.0,64,117.094138
-62.0,63,117.299241
-63.0,64,117.516426
-101.0,102,118.026835
-63.0,64,118.238157
-86.0,87,118.52766
-62.0,63,118.774935
-61.0,62,119.022951
-61.0,62,119.229275
-62.0,63,119.434726
-62.0,63,119.823264
-63.0,64,120.033327
-60.0,61,120.239913
-61.0,62,120.446036
-62.0,63,120.65393
-62.0,63,120.862378
-63.0,64,121.071041
-61.0,62,121.276117
-62.0,63,121.653541
-70.0,71,121.886689
-82.0,83,122.160518
-61.0,62,122.363779
-62.0,63,122.576518
-63.0,64,122.789053
-62.0,63,123.001937
-61.0,62,123.207498
-62.0,63,123.584636
-62.0,63,123.796214
-63.0,64,124.007751
-62.0,63,124.210764
-62.0,63,124.412035
-62.0,63,124.619676
-62.0,63,124.827653
-62.0,63,125.037622
-62.0,63,125.414996
-62.0,63,125.623082
-70.0,71,125.85933
-134.0,135,126.303212
-62.0,63,126.50741
-62.0,63,126.721283
-61.0,62,126.926257
-62.0,63,127.303193
-62.0,63,127.510023
-64.0,65,127.729346
-62.0,63,127.936118
