#{"t_start": 1545883371.53924, "gym_version": "0.10.8", "env_id": "Acrobot-v1"}
r,l,t
-500.0,500,2.981191
-397.0,398,4.609898
-313.0,314,5.819677
-255.0,256,6.658467
-331.0,332,7.949584
-291.0,292,9.082013
-198.0,199,9.726319
-177.0,178,10.312506
-127.0,128,10.910924
-274.0,275,11.854105
-162.0,163,12.394931
-131.0,132,13.062242
-154.0,155,13.604917
-295.0,296,14.746293
-128.0,129,15.172298
-95.0,96,15.487095
-143.0,144,15.959749
-127.0,128,16.54012
-229.0,230,17.291033
-97.0,98,17.608122
-116.0,117,17.997894
-90.0,91,18.475625
-88.0,89,18.770542
-110.0,111,19.137199
-119.0,120,19.536925
-113.0,114,19.91651
-87.0,88,20.388187
-109.0,110,20.76645
-90.0,91,21.111347
-116.0,117,21.512636
-180.0,181,22.389045
-117.0,118,22.885446
-98.0,99,23.325952
-84.0,85,23.91372
-98.0,99,24.429718
-119.0,120,25.227505
-91.0,92,25.73887
-500.0,500,27.713395
-88.0,89,28.041832
-85.0,86,28.332345
-93.0,94,28.657401
-96.0,97,28.986996
-94.0,95,29.488158
-80.0,81,29.759878
-86.0,87,30.044307
-94.0,95,30.363515
-96.0,97,30.705888
-90.0,91,31.196776
-77.0,78,31.46817
-78.0,79,31.731238
-88.0,89,32.04221
-97.0,98,32.374563
-73.0,74,32.623514
-120.0,121,33.204864
-87.0,88,33.49585
-93.0,94,33.812095
-76.0,77,34.099086
-87.0,88,34.39616
-106.0,107,34.781785
-75.0,76,35.201101
-75.0,76,35.449715
-111.0,112,35.822256
-85.0,86,36.10589
-83.0,84,36.380998
-500.0,500,38.222577
-59.0,60,38.419567
-73.0,74,38.840137
-88.0,89,39.137245
-82.0,83,39.412366
-88.0,89,39.708444
-84.0,85,39.996898
-61.0,62,40.203064
-177.0,178,40.95406
-111.0,112,41.326147
-98.0,99,41.653166
-101.0,102,41.990144
-68.0,69,42.219757
-73.0,74,42.630798
-80.0,81,42.901302
-69.0,70,43.131506
-107.0,108,43.48841
-99.0,100,43.822222
-64.0,65,44.08438
-69.0,70,44.527561
-81.0,82,44.809169
-62.0,63,45.020466
-123.0,124,45.433914
-94.0,95,45.751498
-92.0,93,46.073045
-72.0,73,46.491512
-71.0,72,46.730834
-77.0,78,46.984315
-85.0,86,47.263006
-81.0,82,47.538587
-70.0,71,47.776356
-111.0,112,48.311987
-83.0,84,48.587291
-69.0,70,48.820564
-61.0,62,49.029651
-83.0,84,49.305806
-68.0,69,49.525423
-80.0,81,49.786111
-84.0,85,50.247217
-62.0,63,50.462691
-71.0,72,50.702389
-80.0,81,50.972259
-92.0,93,51.275906
-69.0,70,51.50692
-71.0,72,51.741157
-93.0,94,52.224002
-80.0,81,52.487007
-94.0,95,52.796378
-70.0,71,53.03165
-69.0,70,53.263713
-86.0,87,53.553104
-63.0,64,53.939355
-100.0,101,54.269226
