#{"t_start": 1545883371.7837656, "gym_version": "0.10.8", "env_id": "Acrobot-v1"}
r,l,t
-500.0,500,2.738217
-500.0,500,4.704827
-388.0,389,6.154918
-279.0,280,7.253172
-238.0,239,8.062876
-248.0,249,9.046442
-248.0,249,9.862002
-247.0,248,10.873212
-111.0,112,11.25738
-158.0,159,11.788427
-115.0,116,12.171698
-154.0,155,12.936173
-126.0,127,13.363932
-147.0,148,13.849042
-129.0,130,14.445713
-98.0,99,14.7748
-98.0,99,15.099643
-115.0,116,15.478343
-102.0,103,15.81727
-113.0,114,16.350842
-130.0,131,16.783245
-112.0,113,17.148102
-104.0,105,17.48835
-125.0,126,17.908179
-109.0,110,18.451947
-118.0,119,18.846562
-104.0,105,19.187649
-99.0,100,19.523815
-119.0,120,20.103307
-104.0,105,20.465085
-120.0,121,20.913704
-173.0,174,21.505378
-103.0,104,22.11449
-99.0,100,22.533401
-97.0,98,22.929547
-92.0,93,23.509938
-132.0,133,24.264909
-81.0,82,24.863523
-125.0,126,25.613999
-91.0,92,25.943725
-106.0,107,26.306999
-128.0,129,26.744065
-81.0,82,27.196801
-94.0,95,27.527566
-106.0,107,27.918517
-135.0,136,28.383372
-106.0,107,28.747238
-93.0,94,29.244189
-103.0,104,29.59155
-103.0,104,29.931908
-86.0,87,30.233257
-101.0,102,30.590858
-100.0,101,31.11703
-95.0,96,31.440874
-105.0,106,31.808243
-90.0,91,32.116562
-113.0,114,32.501893
-97.0,98,33.005291
-88.0,89,33.295577
-112.0,113,33.692642
-76.0,77,33.966239
-80.0,81,34.245594
-96.0,97,34.759157
-95.0,96,35.076149
-100.0,101,35.408107
-108.0,109,35.769157
-75.0,76,36.016307
-262.0,263,37.061323
-62.0,63,37.274048
-89.0,90,37.580497
-70.0,71,37.816357
-80.0,81,38.084897
-87.0,88,38.548831
-92.0,93,38.860786
-262.0,263,39.740566
-75.0,76,39.990654
-81.0,82,40.424476
-93.0,94,40.736515
-86.0,87,41.023879
-70.0,71,41.262085
-93.0,94,41.574434
-83.0,84,41.850998
-81.0,82,42.286892
-86.0,87,42.578348
-76.0,77,42.832919
-84.0,85,43.112592
-70.0,71,43.343547
-62.0,63,43.553865
-90.0,91,43.911456
-88.0,89,44.416248
-62.0,63,44.633795
-71.0,72,44.874495
-86.0,87,45.163608
-61.0,62,45.37131
-81.0,82,45.652183
-69.0,70,45.890311
-78.0,79,46.325763
-85.0,86,46.613587
-74.0,75,46.853665
-100.0,101,47.187947
-77.0,78,47.449327
-79.0,80,47.712224
-73.0,74,48.123947
-64.0,65,48.337318
-74.0,75,48.587735
-69.0,70,48.822818
-71.0,72,49.058403
-61.0,62,49.256375
-78.0,79,49.509924
-69.0,70,49.920494
-88.0,89,50.223012
-70.0,71,50.458304
-62.0,63,50.667107
-71.0,72,50.906557
-70.0,71,51.136583
-70.0,71,51.370085
-73.0,74,51.783613
-80.0,81,52.049055
-83.0,84,52.32434
-81.0,82,52.592201
-87.0,88,52.888193
-102.0,103,53.225544
-65.0,66,53.619576
-88.0,89,53.911459
-83.0,84,54.18858
-76.0,77,54.449798
-71.0,72,54.716612
-98.0,99,55.093984
-133.0,134,55.70726
-70.0,71,55.938996
-86.0,87,56.222214
-86.0,87,56.509261
-71.0,72,56.74744
-74.0,75,56.996646
-71.0,72,57.400488
-62.0,63,57.611041
-70.0,71,57.840954
-63.0,64,58.052191
-75.0,76,58.296659
-63.0,64,58.503759
-64.0,65,58.718514
-94.0,95,59.19503
-71.0,72,59.431565
-97.0,98,59.761454
-71.0,72,59.999527
-73.0,74,60.240604
-92.0,93,60.55103
-62.0,63,60.757996
-93.0,94,61.231598
-69.0,70,61.457315
-84.0,85,61.731463
-70.0,71,61.97129
-85.0,86,62.26516
-83.0,84,62.546692
-104.0,105,63.066651
-63.0,64,63.283089
-61.0,62,63.484175
-63.0,64,63.707269
-62.0,63,63.91538
-107.0,108,64.275932
-81.0,82,64.551655
-99.0,100,65.056328
-75.0,76,65.308617
-72.0,73,65.561579
-70.0,71,65.859619
-70.0,71,66.14156
-93.0,94,66.453201
-118.0,119,67.013268
-63.0,64,67.22694
-70.0,71,67.464161
-61.0,62,67.666386
-88.0,89,67.969592
-70.0,71,68.207072
-71.0,72,68.451308
-71.0,72,68.86929
-83.0,84,69.151012
-69.0,70,69.379257
-105.0,106,69.730441
-61.0,62,69.932463
-62.0,63,70.136492
-65.0,66,70.517904
-114.0,115,70.899506
-63.0,64,71.104757
-111.0,112,71.474396
-80.0,81,71.740363
-92.0,93,72.050612
-71.0,72,72.473999
-79.0,80,72.757528
-63.0,64,72.973155
-71.0,72,73.229407
-74.0,75,73.492474
-80.0,81,73.7682
-78.0,79,74.041111
-71.0,72,74.466768
-95.0,96,74.801678
-85.0,86,75.101379
-88.0,89,75.404405
-93.0,94,75.736758
-62.0,63,75.953546
-72.0,73,76.378004
-84.0,85,76.703264
-72.0,73,76.967965
-63.0,64,77.20268
-94.0,95,77.578619
-62.0,63,77.801359
-71.0,72,78.056626
-88.0,89,78.538316
-95.0,96,78.85925
-62.0,63,79.082292
-84.0,85,79.380119
-64.0,65,79.602308
-71.0,72,79.855839
-75.0,76,80.119886
-104.0,105,80.649379
-70.0,71,80.890944
-62.0,63,81.100375
-63.0,64,81.310613
-63.0,64,81.519057
-62.0,63,81.732407
-76.0,77,81.98393
-70.0,71,82.388534
-72.0,73,82.634683
-61.0,62,82.84224
-86.0,87,83.12833
-103.0,104,83.464269
-71.0,72,83.702673
-63.0,64,84.084108
-62.0,63,84.290848
-70.0,71,84.521303
-62.0,63,84.729458
-63.0,64,84.939415
-83.0,84,85.220113
-62.0,63,85.430437
-72.0,73,85.672498
-71.0,72,86.087084
-62.0,63,86.294102
-62.0,63,86.504655
-63.0,64,86.755851
-63.0,64,87.008307
-62.0,63,87.216606
-62.0,63,87.420781
-86.0,87,87.877826
-71.0,72,88.120603
-64.0,65,88.336322
-95.0,96,88.654998
-93.0,94,88.965569
-71.0,72,89.200273
-63.0,64,89.40932
-159.0,160,90.094739
-121.0,122,90.491436
-71.0,72,90.726379
-70.0,71,90.961306
-71.0,72,91.202974
-62.0,63,91.583521
-71.0,72,91.824127
-62.0,63,92.033349
-71.0,72,92.278097
-62.0,63,92.483723
-83.0,84,92.763054
-70.0,71,93.000337
-64.0,65,93.221972
-82.0,83,93.670875
-62.0,63,93.884994
-61.0,62,94.088098
