#{"t_start": 1545883371.6074097, "gym_version": "0.10.8", "env_id": "Acrobot-v1"}
r,l,t
-500.0,500,2.913193
-500.0,500,4.880761
-254.0,255,5.895216
-500.0,500,7.725994
-307.0,308,8.918051
-184.0,185,9.519869
-178.0,179,10.107111
-135.0,136,10.723697
-158.0,159,11.287776
-181.0,182,11.894584
-138.0,139,12.355732
-121.0,122,12.988601
-132.0,133,13.457091
-125.0,126,13.871652
-122.0,123,14.274854
-137.0,138,14.902629
-120.0,121,15.297564
-100.0,101,15.628333
-107.0,108,15.983999
-94.0,95,16.455222
-114.0,115,16.834351
-111.0,112,17.197666
-136.0,137,17.641573
-120.0,121,18.043848
-134.0,135,18.668535
-106.0,107,19.025928
-94.0,95,19.333936
-91.0,92,19.643548
-84.0,85,19.92919
-85.0,86,20.391911
-90.0,91,20.708351
-113.0,114,21.136445
-108.0,109,21.506402
-120.0,121,21.957749
-93.0,94,22.538448
-124.0,125,23.051178
-99.0,100,23.647303
-68.0,69,24.128508
-93.0,94,24.549177
-90.0,91,25.217733
-99.0,100,25.826586
-94.0,95,26.148966
-86.0,87,26.444431
-108.0,109,26.81546
-118.0,119,27.39466
-89.0,90,27.705936
-120.0,121,28.144908
-86.0,87,28.442901
-99.0,100,28.78239
-88.0,89,29.26645
-84.0,85,29.55388
-94.0,95,29.866061
-122.0,123,30.275721
-77.0,78,30.549416
-109.0,110,31.106022
-92.0,93,31.431192
-96.0,97,31.763019
-130.0,131,32.204428
-99.0,100,32.545614
-99.0,100,33.058753
-93.0,94,33.368346
-77.0,78,33.626066
-86.0,87,33.952121
-85.0,86,34.244133
-93.0,94,34.585415
-79.0,80,35.018813
-85.0,86,35.299757
-87.0,88,35.591095
-76.0,77,35.847062
-101.0,102,36.179095
-92.0,93,36.486679
-103.0,104,36.998598
-85.0,86,37.289782
-88.0,89,37.595289
-83.0,84,37.877642
-97.0,98,38.200468
-92.0,93,38.676515
-88.0,89,38.979308
-71.0,72,39.2169
-86.0,87,39.507845
-94.0,95,39.830336
-70.0,71,40.064414
-99.0,100,40.556927
-83.0,84,40.836154
-92.0,93,41.14373
-71.0,72,41.385032
-88.0,89,41.678072
-81.0,82,41.948689
-99.0,100,42.445876
-335.0,336,43.555386
-75.0,76,43.834321
-75.0,76,44.124798
-84.0,85,44.608716
-105.0,106,44.968979
-63.0,64,45.182071
-77.0,78,45.441272
-72.0,73,45.687014
-81.0,82,45.970598
-85.0,86,46.433101
-92.0,93,46.743524
-129.0,130,47.162614
-72.0,73,47.407378
-82.0,83,47.68528
-78.0,79,47.944519
-85.0,86,48.395787
-70.0,71,48.628238
-74.0,75,48.877183
-72.0,73,49.122186
-82.0,83,49.390281
-77.0,78,49.640144
-100.0,101,50.154254
-61.0,62,50.363859
-73.0,74,50.610829
-71.0,72,50.850376
-70.0,71,51.085781
-70.0,71,51.316021
-63.0,64,51.526353
-89.0,90,51.993749
-77.0,78,52.248055
-78.0,79,52.507318
-70.0,71,52.739329
-77.0,78,52.998631
-71.0,72,53.234856
-70.0,71,53.470845
-62.0,63,53.855361
-83.0,84,54.129529
-71.0,72,54.368041
-70.0,71,54.609157
-77.0,78,54.895606
-84.0,85,55.227075
-71.0,72,55.461085
-77.0,78,55.891759
-78.0,79,56.150563
-76.0,77,56.401329
-81.0,82,56.671422
-77.0,78,56.929697
-89.0,90,57.226557
-70.0,71,57.630792
-88.0,89,57.924664
-70.0,71,58.155597
-88.0,89,58.444171
-95.0,96,58.758022
-96.0,97,59.072419
-112.0,113,59.612806
-62.0,63,59.822433
-63.0,64,60.03513
-70.0,71,60.268099
-69.0,70,60.499475
-70.0,71,60.736477
-89.0,90,61.031614
-76.0,77,61.448947
-84.0,85,61.723455
-72.0,73,61.959777
-69.0,70,62.19699
-77.0,78,62.464276
-75.0,76,62.718605
-70.0,71,63.12649
-63.0,64,63.341778
-67.0,68,63.566017
-131.0,132,64.011255
-74.0,75,64.261605
-70.0,71,64.497799
-71.0,72,64.741678
-113.0,114,65.291101
-62.0,63,65.50099
-64.0,65,65.723164
-62.0,63,65.988278
-72.0,73,66.285944
-70.0,71,66.524222
-76.0,77,66.778671
-62.0,63,67.153675
-81.0,82,67.425731
-71.0,72,67.666427
-63.0,64,67.875728
-70.0,71,68.119164
-70.0,71,68.355385
-70.0,71,68.597612
-71.0,72,69.014468
-103.0,104,69.36442
-83.0,84,69.635924
-63.0,64,69.849286
-61.0,62,70.052121
-64.0,65,70.263518
-62.0,63,70.468937
-64.0,65,70.851842
-71.0,72,71.088996
-70.0,71,71.318435
-63.0,64,71.530244
-77.0,78,71.782826
-72.0,73,72.02442
-83.0,84,72.307049
-70.0,71,72.730535
-148.0,149,73.243407
-71.0,72,73.497766
-70.0,71,73.749725
-77.0,78,74.026986
-64.0,65,74.239316
-63.0,64,74.638658
-84.0,85,74.936923
-70.0,71,75.184408
-71.0,72,75.42763
-77.0,78,75.693922
-71.0,72,75.95587
-71.0,72,76.20376
-72.0,73,76.629885
-103.0,104,77.031896
-63.0,64,77.257225
-71.0,72,77.542804
-61.0,62,77.773596
-63.0,64,78.000849
-70.0,71,78.252213
-61.0,62,78.64333
-62.0,63,78.85731
-61.0,62,79.059809
-63.0,64,79.287439
-94.0,95,79.619115
-84.0,85,79.919929
-64.0,65,80.139678
-111.0,112,80.697244
-87.0,88,80.999803
-70.0,71,81.236816
-78.0,79,81.495954
-87.0,88,81.787586
-71.0,72,82.024143
-70.0,71,82.428458
-63.0,64,82.641533
-62.0,63,82.853052
-94.0,95,83.168513
-85.0,86,83.449637
-147.0,148,83.934308
-86.0,87,84.391278
-71.0,72,84.625091
-63.0,64,84.838262
-63.0,64,85.047418
-63.0,64,85.260056
-63.0,64,85.473531
