#{"t_start": 1545679396.140295, "gym_version": "0.10.8", "env_id": "Hopper-v2"}
r,l,t
43.765337,49,0.736201
47.121886,54,0.961058
56.845652,60,1.217326
59.163838,70,1.522174
44.652002,48,1.724928
60.249991,58,1.966664
49.057386,53,2.180271
70.666205,74,2.490479
45.995575,52,3.006078
45.489238,54,3.224869
59.274938,58,3.45785
43.907875,59,3.700564
60.748518,65,3.965883
49.016464,52,4.17967
57.912468,62,4.433101
47.818773,49,4.632766
43.582031,63,4.88795
64.441418,64,5.310433
48.104952,64,5.572252
63.1777,60,5.820467
72.185354,79,6.144837
61.52894,63,6.406082
50.16303,57,6.641395
54.603186,61,6.897591
49.909095,64,7.17059
47.452861,51,7.546754
54.982083,55,7.773519
44.437492,48,7.972501
56.222375,55,8.19945
44.75653,51,8.414976
49.152919,55,8.645119
65.813815,59,8.887081
45.440439,50,9.093594
49.996745,55,9.327033
52.18433,57,9.566005
55.450246,61,9.981079
47.309899,48,10.185528
61.819291,64,10.45543
48.359298,52,10.667157
47.914448,55,10.898843
49.05882,52,11.114635
64.850122,60,11.370295
58.790656,59,11.625315
49.397562,54,11.845197
46.849892,49,12.209629
48.662124,51,12.421734
50.416208,52,12.63748
54.808472,54,12.86058
88.199686,69,13.147826
52.286091,53,13.370896
132.52209,100,13.789252
60.230848,58,14.030665
45.817052,51,14.246812
55.411861,54,14.630496
49.749018,56,14.864642
47.555598,50,15.067333
49.725879,56,15.301208
49.622498,51,15.510109
51.836809,57,15.746284
48.364231,55,15.97544
50.211547,51,16.183891
48.331152,53,16.399159
89.246612,73,16.86061
48.376428,52,17.07139
47.784801,50,17.279637
49.531883,50,17.484727
54.941955,57,17.720517
50.390855,51,17.935623
47.55737,55,18.164665
47.190143,51,18.376214
45.003849,53,18.594087
47.094422,48,18.794572
54.231763,55,19.183523
55.484807,54,19.418097
56.772529,55,19.649479
60.491429,56,19.882105
45.508607,48,20.079958
46.490688,48,20.279824
55.686942,60,20.525684
46.908007,51,20.738822
60.739128,67,21.018165
50.786648,51,21.388548
45.887665,48,21.589812
59.361769,57,21.82745
52.359009,58,22.064837
68.771885,65,22.352325
48.585919,53,22.573617
49.360071,55,22.805696
58.257172,56,23.039476
70.121841,85,23.389851
56.7413,56,23.788343
49.260839,61,24.045733
47.00061,52,24.261366
50.319885,51,24.472859
47.472729,51,24.683772
59.766606,58,24.923594
50.736343,52,25.138796
63.132879,61,25.392994
44.582177,51,25.604621
49.469624,51,25.97502
48.829507,51,26.187018
49.070122,57,26.425322
45.995845,49,26.629931
53.258754,54,26.853491
46.765694,52,27.071345
51.966178,52,27.286478
59.741155,56,27.519843
50.764616,51,27.73123
122.903381,94,28.29103
50.144949,53,28.510668
44.545501,47,28.70547
47.67135,50,28.912414
48.895059,49,29.113765
52.578086,55,29.341828
59.4482,58,29.580621
49.98376,52,29.795305
47.263158,48,29.992738
47.621241,52,30.208972
52.687705,52,30.597578
54.240309,53,30.818051
45.774938,56,31.049679
47.507458,52,31.269089
48.409053,53,31.486538
49.416103,52,31.698797
55.656027,54,31.92139
79.671943,77,32.247675
54.547169,56,32.480703
46.092437,49,32.846767
48.06048,62,33.101111
50.266061,52,33.314979
59.680129,59,33.558013
60.896659,57,33.79272
52.80278,53,34.00849
57.949772,55,34.234277
51.934034,51,34.446813
63.552261,64,34.710247
63.458037,65,35.14145
55.517275,53,35.359653
48.749944,51,35.570016
46.152814,48,35.767312
59.853285,64,36.032675
54.522519,54,36.253342
45.515711,47,36.445957
77.38949,67,36.722182
48.052531,51,36.932025
83.914847,71,37.384272
50.047208,50,37.588423
53.760076,62,37.842669
50.465853,52,38.053716
60.881673,56,38.284205
59.328349,58,38.52195
53.692263,54,38.743877
61.527797,65,39.014149
95.934155,81,39.345261
76.558358,70,39.796616
50.386342,54,40.02223
95.988504,92,40.407754
53.302035,55,40.632823
52.882488,53,40.854575
62.88901,67,41.12718
94.625329,83,41.469739
54.123256,57,41.866561
75.013679,70,42.155821
62.641986,69,42.460619
57.004685,55,42.688108
54.289911,55,42.9144
48.769896,50,43.117783
71.090207,71,43.412546
67.496434,66,43.685267
60.670048,56,43.923415
121.560568,88,44.454688
91.667156,88,44.814804
67.104223,61,45.067216
83.455607,71,45.366112
