#{"t_start": 1545747149.2710698, "gym_version": "0.10.8", "env_id": "Hopper-v2"}
r,l,t
12.018865,14,73.064207
7.711929,12,73.113638
22.257259,33,73.24772
8.139597,15,73.313276
9.677983,12,73.362915
15.655247,18,73.436995
11.165255,17,73.511047
14.773834,18,73.588521
8.013654,28,73.7054
8.4634,10,73.749257
6.630342,11,73.793498
11.562474,22,73.886362
11.952726,24,73.98744
11.832719,15,74.047533
26.101888,22,74.139305
9.995449,12,74.189683
5.347402,13,74.245306
13.105267,25,74.350038
12.01886,13,74.405837
18.687605,37,74.562127
8.248393,18,74.639781
44.284213,42,74.822153
12.426195,14,74.881685
27.300208,26,74.99228
17.224247,20,75.075384
5.805667,13,75.128582
8.172625,10,75.170244
7.505063,10,75.211979
8.126954,13,75.268392
11.409089,33,75.406461
7.249879,11,75.454065
43.542726,32,75.593517
5.232223,8,75.62786
8.186053,13,75.683604
9.491576,25,75.790475
7.529626,11,75.837362
14.45064,15,75.90262
13.586046,15,75.966256
9.066458,17,76.037896
11.016812,18,76.114686
12.115131,14,76.174216
5.849067,22,76.268476
9.484988,12,76.318999
20.055762,30,76.444841
9.336533,12,76.495492
9.822229,14,76.553417
9.575838,11,76.599749
4.402345,15,76.664013
6.281713,11,76.71313
8.154038,16,76.778986
19.130981,21,76.865579
9.121859,11,76.912689
9.598215,12,76.96523
8.233394,17,77.038419
7.553919,14,77.098446
34.372887,35,77.248528
10.756431,12,77.299993
7.518915,12,77.350728
8.614153,17,77.422131
40.539054,54,77.65073
9.357157,11,77.697602
9.451997,15,77.762375
14.910565,19,77.843882
12.31578,14,77.903244
18.017707,23,78.000568
18.912546,20,78.089943
7.934947,12,78.14053
93.049477,82,78.490134
17.368754,20,78.577344
10.804203,16,78.648797
7.484939,11,78.696101
9.104958,15,78.761518
15.635477,20,78.848191
18.490489,19,78.930828
8.015326,12,78.982315
9.391208,13,79.038606
46.286628,36,79.198107
13.079477,17,79.271117
11.147537,14,79.332785
38.974034,35,79.485452
7.54068,11,79.532877
10.054425,14,79.592535
27.899798,37,79.752206
11.686045,15,79.818912
10.689682,14,79.882344
34.855286,36,80.035834
9.79033,13,80.090905
7.171835,9,80.128778
10.707644,19,80.209291
34.099132,31,80.343452
15.316582,14,80.403002
8.122525,13,80.458686
9.079146,11,80.504811
26.053485,32,80.639913
23.943304,23,80.737016
9.873735,11,80.783353
7.339298,15,80.847652
8.669567,11,80.894297
14.942182,20,80.98272
33.981219,35,81.141772
18.632997,29,81.266297
9.507721,17,81.338208
7.474904,10,81.381465
7.231626,17,81.454474
13.212141,14,81.51577
8.324741,16,81.58558
28.526666,39,211.830839
36.88495,33,211.979008
15.454833,20,212.063711
7.743234,12,212.116303
12.767712,20,212.203191
18.972129,21,212.292362
71.635698,44,212.478394
5.285294,9,212.517149
13.648525,15,212.580544
7.867864,22,212.674098
13.467787,15,212.741064
70.753462,42,212.918644
89.87988,57,213.165841
13.227778,16,213.235159
28.888863,29,213.361431
56.147452,46,213.558631
24.850868,33,213.701089
6.849881,11,213.748648
24.403215,24,213.852428
10.91502,14,213.911498
5.344862,8,213.946213
93.965185,54,214.177803
37.328341,26,214.289307
25.719552,28,214.413773
11.183121,21,214.505083
9.527265,11,214.552515
9.583656,11,214.600231
14.747791,17,214.673686
35.854988,28,214.795951
10.657075,18,214.87236
16.25147,26,214.984056
14.226328,31,215.116465
3.741514,8,215.152265
12.643505,15,215.215239
32.000457,29,215.339372
47.423867,46,215.536184
8.261515,16,215.606329
17.142487,20,215.690906
11.769798,14,215.750574
142.907519,99,216.176759
7.171408,9,216.215583
35.092511,27,216.33127
40.340711,29,216.454394
11.214106,20,216.541452
5.264544,8,216.574186
12.976823,15,216.640712
26.591451,29,216.767062
11.15989,18,216.845025
7.864548,11,216.892232
103.745896,66,217.173361
39.493704,32,217.310734
7.310718,9,217.350476
9.628356,12,217.402516
69.080611,45,217.594398
9.515077,13,217.649762
131.77193,81,217.992992
16.78367,16,218.061034
29.033509,27,218.178205
5.021988,8,218.2112
109.291956,65,218.483464
41.139887,32,218.61793
9.250468,20,218.701615
11.685497,14,218.760789
48.6205,35,218.907078
11.272439,17,218.979418
9.871038,14,219.036056
6.319133,11,219.082306
16.085398,15,219.144468
