#{"t_start": 1545747146.5204134, "gym_version": "0.10.8", "env_id": "Hopper-v2"}
r,l,t
14.446642,23,75.852992
4.030421,14,75.910567
4.045802,11,75.953844
5.061949,7,75.983688
10.84519,17,76.057493
30.116734,37,76.211246
24.601763,23,76.309712
5.156971,8,76.343762
9.7683,14,76.402911
22.525136,25,76.508917
5.653783,8,76.540901
13.163964,16,76.609349
13.507444,22,76.701728
7.219395,13,76.755872
7.201342,10,76.795661
9.600476,11,76.841813
7.047306,9,76.879074
20.235352,22,76.9719
5.1747,8,77.005231
5.305188,12,77.055427
18.554918,23,77.154236
35.293811,28,77.273139
8.896672,18,77.348732
13.065746,16,77.418249
10.449628,15,77.483374
3.893383,7,77.513897
14.423813,28,77.634115
33.90768,27,77.748541
16.299964,18,77.823176
6.169751,19,77.901354
6.757158,14,77.960029
6.214898,9,77.999444
7.218369,9,78.036517
10.794599,13,78.091603
17.378839,16,78.158821
23.301656,31,78.293341
18.297615,18,78.371863
26.15298,33,78.512237
7.542277,9,78.552299
26.704903,26,78.663496
8.165722,12,78.714305
59.494116,40,78.884473
10.317121,17,78.957719
13.178863,17,79.029384
7.228587,11,79.075693
13.068524,16,79.141072
25.271719,21,79.231869
15.953905,17,79.301802
8.624443,17,79.374179
9.548142,11,79.420472
7.295596,10,79.465501
8.841132,14,79.522951
10.110661,12,79.572329
19.446706,40,79.74368
14.201647,22,79.838029
6.184753,12,79.891668
14.162526,16,79.958488
36.349706,35,80.107238
11.924056,23,80.203716
18.311015,24,80.305872
18.119062,26,80.416337
9.409954,23,80.515305
53.941941,59,80.765699
6.914048,10,80.806923
8.616776,11,80.858411
25.841976,32,80.995196
16.557576,25,81.101343
39.221579,34,81.246827
10.606127,21,81.339676
40.778346,31,81.474874
16.373809,27,81.591933
16.173448,17,81.665828
13.287117,16,81.735339
11.408224,16,81.804419
43.792135,46,82.006409
7.270401,16,82.076901
9.190349,14,82.136732
4.808964,7,82.169359
35.670026,29,82.294185
8.261805,13,82.34946
39.118942,38,82.513191
27.667262,23,82.615083
9.594612,12,82.670203
22.405821,23,82.76775
45.437566,48,82.970769
11.500784,18,83.04948
4.034378,11,83.095884
8.307977,10,83.13816
8.645913,12,83.190373
8.682827,14,83.248888
14.489259,21,83.337931
14.46918,17,83.4086
22.611871,24,83.510565
7.544084,10,83.55398
11.555725,13,83.608468
17.524251,25,83.717973
15.017243,16,83.78605
8.132063,10,83.829553
7.672393,13,83.89497
8.298145,11,83.941395
7.016496,9,83.979902
8.365305,10,84.022741
12.665008,19,84.103657
13.801254,15,84.167826
10.432317,14,84.228772
7.684196,11,84.277385
16.576464,31,84.414406
7.748886,15,84.478646
8.525592,14,214.619541
13.676108,24,214.722687
8.174435,10,214.765048
8.575414,18,214.842134
7.829943,10,214.885635
6.023238,9,214.924474
62.511638,49,215.132849
27.244834,26,215.244113
30.854254,25,215.350599
10.214406,14,215.409942
89.081593,55,215.646192
75.0204,57,215.892928
11.83908,13,215.949526
88.362301,65,216.22928
8.790684,11,216.276969
24.531676,25,216.38464
23.020884,25,216.491431
54.138708,39,216.659725
93.775739,75,216.981742
91.136107,60,217.244217
10.918751,14,217.305244
8.056111,10,217.348202
44.318255,40,217.522156
34.586788,28,217.641599
92.550567,66,217.925638
12.022982,15,217.988767
8.502926,11,218.035988
7.332856,17,218.108972
9.484872,12,218.160817
12.354092,16,218.229393
11.073319,16,218.2977
10.175939,14,218.358661
14.867016,32,218.494327
10.082291,16,218.562694
15.159491,16,218.631216
6.162562,9,218.669301
103.898959,79,219.010588
8.104564,12,219.062443
4.911363,8,219.096601
46.014434,48,219.301884
14.432669,17,219.374451
11.855711,14,219.436665
21.711332,20,219.524035
17.517097,32,219.661379
27.222811,28,219.781436
7.08718,12,219.831847
14.075156,21,219.921673
11.582188,12,219.972957
16.395579,18,220.049966
8.948238,11,220.098714
10.149444,13,220.155184
11.349417,25,220.261467
18.2361,25,220.36805
9.379404,23,220.465239
12.644543,14,220.525058
174.019586,92,220.917846
10.485685,15,220.980379
11.750108,16,221.04586
23.887313,26,221.156774
21.144184,37,221.310893
22.79721,33,221.449903
16.853863,22,221.543756
11.632384,14,221.601245
16.607586,15,221.663428
150.994631,76,221.983139
9.753596,19,222.064124
13.59693,15,222.126226
12.148182,29,222.246357
6.574228,9,222.285127
91.256001,52,222.506995
27.802821,24,222.609221
13.396355,14,222.670186
10.543056,19,222.752646
59.612488,51,222.975638
21.838502,32,223.112276
22.202059,23,223.208366
20.335059,18,223.284967
7.882224,14,276.176102
53.825713,38,276.335836
32.89314,44,276.554384
14.386026,24,276.656435
117.471858,77,276.982339
15.412584,16,277.04981
9.556911,26,277.166381
38.280767,36,277.3168
74.119148,43,277.498824
81.576345,46,277.688475
82.26322,58,277.933672
9.001196,11,277.980254
16.669556,31,278.107188
7.876945,22,278.200237
100.515727,54,278.42586
8.416752,13,278.481233
29.142538,25,278.584163
124.089374,64,278.853645
153.298615,73,279.166745
51.450861,36,279.31865
13.493682,15,279.382282
136.801492,68,279.669016
16.145327,25,279.777669
48.447342,46,279.973223
18.022294,17,280.045172
48.44727,41,280.222288
