#{"t_start": 1545738433.1596231, "gym_version": "0.10.8", "env_id": "Hopper-v2"}
r,l,t
12.373273,21,18.510118
14.148216,18,18.584584
12.834211,17,18.656817
8.375084,26,18.764625
5.379601,8,18.796896
25.142574,24,18.894282
8.57766,14,18.952983
39.607577,31,19.082137
4.365257,11,19.126734
8.814053,10,19.169138
7.317304,15,19.240715
10.527766,18,19.312351
43.556977,37,19.473848
8.755019,16,19.5458
9.672922,17,19.625754
9.518594,15,19.689908
10.875497,23,19.789515
13.794454,15,19.853349
15.277279,16,19.921269
6.658349,24,20.026849
12.085466,15,20.091183
24.658642,47,20.286572
10.18328,13,20.340796
14.517221,17,20.408635
14.749918,23,20.505172
9.494178,12,20.556331
66.860886,43,41.883095
24.158404,21,41.972245
9.627077,12,42.023722
35.06459,48,42.227197
10.349348,21,42.318537
59.086988,56,42.547556
9.175944,16,42.612013
7.377781,13,42.665268
32.286439,37,42.819472
12.768162,13,42.872156
8.775722,11,42.917032
7.17056,12,42.96745
131.708816,88,43.329647
68.281977,52,43.544831
10.72975,24,43.644209
24.209643,24,43.743669
7.370162,9,43.780915
8.552775,14,43.838832
23.470185,20,50.410782
8.665077,11,50.455805
10.086938,14,50.510441
15.468625,20,50.591591
8.013228,12,50.640009
9.006763,12,50.689038
5.403093,12,50.738735
13.841849,15,50.800988
9.818947,25,50.905262
83.952845,51,51.114017
12.324508,19,51.190435
18.219311,19,51.268727
39.378696,39,51.430927
9.037556,16,51.497139
16.141884,22,51.589617
81.870625,55,51.82646
15.270847,20,51.912717
24.506325,22,52.005415
45.81386,33,52.145276
49.523057,38,52.305456
26.224802,36,52.461529
74.13137,53,59.242887
69.085361,48,59.44711
9.811306,12,59.499578
15.481447,23,59.598274
12.736622,17,59.668922
81.12153,49,59.873207
42.679316,31,60.006047
18.539336,28,60.122241
199.883715,90,60.500518
71.929967,42,60.671044
25.451108,33,60.804764
175.904534,101,67.782292
114.494008,67,68.062733
9.649576,11,68.109416
30.822879,38,68.265288
203.032123,101,68.682388
93.035839,60,68.928245
111.785485,63,69.1933
93.05159,52,69.420178
74.694419,43,69.596879
77.843763,45,69.780756
62.130509,38,76.443598
115.336185,65,76.719665
16.231804,16,76.784303
79.993715,47,76.977797
199.134811,90,77.349131
10.187347,15,77.411915
173.964599,82,77.749748
223.265446,110,78.20734
7.800183,20,78.29169
237.894514,113,85.279665
83.131401,49,85.47719
151.791557,78,85.793227
70.87317,43,85.963786
124.605068,66,86.234028
66.482631,40,86.400022
211.642483,93,86.786002
217.78549,99,93.935481
203.800987,90,94.30054
100.858577,57,94.532465
170.237038,85,94.898612
216.319822,95,95.289762
208.229942,91,95.684002
26.012462,25,95.788845
58.573484,35,95.933183
207.410981,97,102.904224
45.360683,27,103.01175
131.274433,67,103.288376
227.802395,104,103.718498
209.332189,95,104.104086
63.879778,37,104.26443
55.583377,33,104.400787
189.776121,87,111.318871
199.075556,96,111.698948
75.692416,44,111.876927
242.595814,134,112.412101
215.036969,93,112.8004
184.725772,84,113.135901
82.384614,48,119.906061
63.272153,40,120.070063
201.921333,94,120.449523
192.236078,85,120.7942
51.4953,31,120.924346
74.445326,42,121.096816
195.225005,91,121.464218
207.545042,93,121.850715
83.335234,49,128.678074
166.500627,78,128.992104
200.108574,91,129.382267
55.768607,34,129.523353
202.905224,90,129.900148
48.116944,29,130.016149
57.384095,34,130.154144
197.530361,90,130.517638
214.247527,95,137.440966
58.803918,36,137.588542
196.828082,89,137.94197
216.47451,94,138.33875
128.561594,65,138.601711
82.723956,48,138.79468
197.963071,88,139.143918
211.388319,93,146.09921
218.7535,97,146.49552
203.35335,92,146.869153
200.484022,88,147.227721
50.050913,30,147.348339
204.677275,91,147.733052
202.822774,90,154.632038
222.22754,99,155.032903
187.426227,85,155.382307
209.000518,91,155.751494
184.304745,87,156.107854
221.962802,95,156.500211
206.934677,92,163.555875
230.507577,100,163.959593
222.761723,96,164.349516
192.649722,87,164.704257
218.864674,101,165.113659
216.731133,96,172.068727
237.027004,107,172.511274
149.770696,74,172.811623
231.320594,106,173.244665
218.525078,95,173.634942
123.1607,65,173.908431
193.4132,87,180.82257
212.864644,93,181.200863
207.953519,91,181.576974
196.566575,87,181.934329
198.608246,96,182.332383
210.716338,98,189.254794
