#{"t_start": 1545807782.4325938, "gym_version": "0.10.8", "env_id": "Hopper-v2"}
r,l,t
6.597446,12,149.14095
24.27938,36,149.292902
5.715122,9,149.330506
14.589941,15,149.394068
5.752898,8,149.427817
6.260613,12,149.477914
11.314273,16,149.545346
10.795421,14,149.601326
10.780842,17,149.673041
11.150193,15,149.737445
14.916705,18,149.811926
5.308246,7,149.843443
36.663113,45,150.034645
5.193837,10,150.077162
14.721069,15,150.13895
12.623896,14,150.196632
7.573749,13,150.250406
5.207276,21,150.339647
6.473224,10,150.379257
10.81172,18,150.455753
9.452624,15,150.519606
3.035634,20,150.611381
22.638424,29,150.734833
16.415516,20,150.816051
11.18707,13,150.872748
27.397573,24,150.971534
11.585629,16,151.037784
6.846454,11,151.082959
15.799182,36,151.232757
27.831896,29,151.352315
12.981502,14,151.411077
11.940134,14,151.468887
10.616685,12,151.517274
8.606436,16,151.583916
131.243365,88,151.954876
11.678458,14,152.015284
31.95172,39,152.175646
10.599281,13,152.228982
5.708285,15,152.291459
5.804021,10,152.332184
12.174949,13,152.38515
18.199669,19,152.466354
19.046484,25,152.572833
7.524856,9,152.609308
9.354848,12,152.660311
9.902639,13,152.714138
16.427332,17,152.786286
5.238675,9,152.825018
8.868411,12,152.873645
6.178514,8,152.907987
7.200302,10,152.948289
16.081528,17,153.02024
14.3052,16,153.086657
7.80939,12,153.138187
9.395893,14,153.19868
8.989334,23,153.293171
8.824485,16,153.359131
6.697971,9,153.39606
10.562826,19,153.47659
10.620485,13,153.528183
21.112746,25,153.635206
11.447032,16,153.700078
8.19041,14,153.759701
10.286331,20,153.846502
10.792121,13,153.900585
37.334872,28,154.015828
7.390928,9,154.054904
8.486557,10,154.096283
5.409364,9,154.135506
11.662709,13,154.189894
9.903538,11,154.234567
13.700341,43,154.418659
19.247828,18,154.491386
21.244496,20,154.578259
6.387992,15,154.641072
27.264241,30,154.761122
6.61425,9,154.800219
7.150229,10,154.842131
9.464586,12,154.891766
11.82144,20,154.976429
15.691437,20,155.059485
8.787477,14,155.115887
10.396418,15,155.175968
9.734477,16,155.243327
14.465155,19,155.32091
35.958871,30,155.447002
11.209798,19,155.526591
14.263615,20,155.60819
9.358265,12,155.659476
16.196083,18,155.736013
8.968031,35,155.875855
9.555354,20,155.973811
14.175132,20,156.072859
19.571625,21,156.160149
6.892752,9,156.206732
6.598118,10,156.247823
4.461801,7,156.281201
6.611257,10,156.323692
9.127873,18,156.408641
27.64075,44,156.590804
6.855325,10,156.632741
10.877596,13,156.687839
12.178961,15,156.74823
6.92717,10,156.78906
10.861727,13,156.839132
18.886259,19,156.917283
36.043695,33,157.053028
13.223669,15,157.116366
14.628325,19,157.196402
12.307238,20,157.281363
