#{"t_start": 1545807783.939418, "gym_version": "0.10.8", "env_id": "Hopper-v2"}
r,l,t
8.264628,16,147.653064
11.853718,17,147.721703
17.043738,16,147.791057
16.711515,17,147.860641
11.814367,15,147.924464
9.471056,11,147.970164
39.556906,34,148.113332
14.320965,16,148.180792
9.154227,14,148.239475
10.451931,12,148.288332
7.227419,9,148.327594
9.150041,16,148.395501
8.792096,12,148.444951
9.306428,12,148.49519
6.820215,10,148.540577
13.179888,23,148.636973
14.997521,31,148.766636
10.048778,13,148.820997
19.192784,17,148.891294
6.734476,20,148.974928
7.508777,15,149.043079
3.844147,11,149.091529
14.101769,16,149.161133
6.991445,9,149.197196
71.549605,46,149.38892
5.359558,8,149.424681
39.906871,35,149.566998
6.450206,11,149.612188
6.680477,12,149.66099
7.907693,14,149.721576
7.685273,17,149.793974
18.655686,26,149.900083
29.098112,26,150.006925
7.105942,9,150.042359
15.733872,34,150.18258
6.619488,30,150.309159
7.317229,11,150.357399
8.367497,13,150.413824
22.862659,21,150.503345
11.061297,22,150.595202
14.868275,18,150.668805
11.430389,15,150.731585
7.828786,10,150.773538
20.375919,30,150.895837
7.471193,14,150.95607
28.542308,26,151.064
10.779966,23,151.161273
3.741634,9,151.200049
6.466971,9,151.237444
7.361668,10,151.280221
11.468184,14,151.336833
14.773897,18,151.41239
24.83881,23,151.510229
11.684123,18,151.584589
19.552337,41,151.757202
27.440891,45,151.946488
7.166827,9,151.980926
11.387261,15,152.044973
7.332853,11,152.093236
30.387642,26,152.198695
12.794402,17,152.271223
26.901305,23,152.368284
18.679196,19,152.448782
22.234596,20,152.529434
6.9593,9,152.567582
52.410476,50,152.778585
16.750142,20,152.864511
7.066962,9,152.902864
11.513942,26,153.01126
7.545571,10,153.053178
9.279769,16,153.121838
28.048213,24,153.217767
17.20404,27,153.332639
13.342014,17,153.401272
17.1937,18,153.477789
19.120248,21,153.563615
20.028703,25,153.66521
12.812481,19,153.745802
7.8201,12,153.793113
15.136976,22,153.884988
10.986886,26,153.994356
26.031367,25,154.097797
40.777034,38,154.256969
7.42071,10,154.296331
5.588461,9,154.333802
5.603708,9,154.369092
5.576279,9,154.40911
11.448006,25,154.537584
40.711592,33,154.683673
20.377421,21,154.780552
23.514112,22,154.879419
9.131378,23,154.974792
11.74497,14,155.034183
19.744071,20,155.116637
8.922722,11,155.1645
8.63116,11,155.208443
3.874709,9,155.245471
