#{"t_start": 1545807784.7883325, "gym_version": "0.10.8", "env_id": "Hopper-v2"}
r,l,t
8.658861,13,146.790424
5.537765,11,146.836467
23.929707,30,146.962731
14.537523,15,147.025814
9.938292,12,147.076144
10.694119,14,147.133968
11.875277,24,147.23384
8.427965,11,147.280986
7.029046,11,147.327001
2.508032,8,147.361053
22.540695,33,147.499473
13.226614,14,147.557801
5.698428,10,147.601188
33.459699,53,147.824799
8.63534,11,147.869873
7.523431,11,147.91693
17.784764,17,147.988127
22.319104,24,148.089625
29.174226,24,148.194204
8.890199,18,148.272731
11.36825,22,148.366375
8.891758,12,148.415267
17.495622,27,148.52839
6.049505,8,148.563104
15.472032,17,148.632356
9.027231,13,148.686104
9.174563,12,148.735173
6.562192,9,148.772214
10.908008,18,148.846159
13.710188,20,148.930306
35.057866,35,149.076985
8.005223,16,149.141177
10.640031,24,149.240361
17.459841,20,149.321681
26.53582,27,149.436605
12.423729,16,149.501681
10.548156,13,149.55967
15.209657,20,149.646315
6.877314,14,149.704447
6.177812,8,149.737568
33.137384,25,149.841533
9.336961,13,149.895464
50.64188,35,150.037992
11.770864,14,150.0982
8.51081,11,150.144364
5.308559,10,150.188416
9.919762,14,150.244893
1.488711,21,150.334377
24.334833,25,150.439703
7.855376,15,150.501697
15.763108,19,150.580494
8.255796,12,150.632623
14.355695,23,150.727638
6.384997,26,150.837635
9.484365,13,150.892198
49.325745,48,151.091531
7.684411,14,151.149488
7.376732,25,151.25689
11.641378,14,151.312475
27.16713,26,151.420908
5.585002,8,151.456576
11.618159,13,151.511814
10.687576,23,151.608939
11.643868,15,151.668516
8.327497,14,151.728486
10.148071,23,151.826114
14.087804,17,151.895598
10.140781,15,151.960557
7.392063,31,152.092633
19.337468,40,152.261194
4.27115,21,152.344554
8.386163,10,152.384562
10.508087,12,152.436527
17.295082,23,152.533483
22.312482,24,152.634061
13.366555,13,152.686745
35.001952,29,152.804168
7.971566,24,152.904132
8.440391,17,152.973195
9.896062,20,153.057056
12.019547,13,153.111859
19.132354,31,153.241327
79.82688,48,153.439963
9.439964,17,153.508395
9.648161,12,153.560115
6.059316,8,153.601082
10.989328,19,153.69805
11.049147,15,153.76368
8.672622,11,153.810509
11.035486,15,153.881364
16.381461,16,153.952292
11.950404,16,154.026851
4.43093,8,154.060833
9.0389,18,154.136643
6.272179,11,154.181
7.122237,13,154.235728
36.024509,31,154.365617
39.299275,34,154.500082
12.152975,14,154.556962
11.130213,13,154.612669
15.768924,25,154.714753
14.60822,18,154.790344
23.6486,26,154.90065
10.723026,13,154.954115
19.15698,28,155.075935
9.394942,11,155.121924
8.60727,10,155.164281
8.691684,14,155.222071
20.431479,20,155.305024
8.252514,13,155.360529
5.97459,8,155.392949
11.158739,28,155.512909
7.906788,10,155.555235
7.400561,12,155.604653
146.229532,77,155.931257
31.493738,32,156.061328
8.272921,14,156.120862
8.809131,12,156.169075
7.818915,30,156.292736
9.37507,15,156.353258
22.423337,25,156.456541
8.654945,11,156.501645
11.88563,25,156.608197
11.04504,14,156.666052
5.303439,12,156.716093
7.715318,14,156.776892
12.530249,14,156.833133
8.631311,13,156.885206
6.767401,9,156.922153
14.657849,17,156.993579
8.521029,10,157.034968
7.406273,12,157.085215
14.547514,16,157.14974
11.269928,13,157.204148
4.141026,7,157.232659
33.786231,28,157.349162
12.028117,18,157.421329
10.574896,13,157.4767
10.821417,13,157.529851
31.332331,27,157.641471
57.208085,43,157.823214
10.473402,20,157.906837
6.615296,11,157.952787
3.59153,26,158.05668
14.798998,17,158.125874
7.186452,9,158.163566
15.43665,17,158.235985
10.22144,17,158.304523
11.491672,13,158.355575
17.377402,18,158.428791
15.581712,17,158.496635
12.767473,15,158.560874
5.937643,11,158.607254
11.567451,16,158.673254
8.870599,12,158.722682
13.329899,16,158.78985
8.439898,12,158.839396
34.588403,29,158.961213
14.589393,16,159.031288
9.208917,11,159.076766
29.01134,25,159.18784
9.58677,12,159.238649
5.968061,8,159.277906
12.887836,21,159.380549
17.305099,16,159.448335
5.988047,11,159.499318
10.663394,16,159.567314
15.245981,19,159.691905
8.216986,12,159.759635
44.458695,47,159.974232
6.769081,26,160.092377
9.80158,15,160.155127
5.441335,11,160.200757
7.635796,15,160.263567
5.148261,7,160.292682
14.027175,18,160.369184
21.068321,18,160.445032
7.901901,11,160.493222
5.591437,28,160.613182
7.5507,13,160.666402
11.252014,22,160.758891
9.028306,11,160.805188
34.645926,33,160.960865
14.76983,15,161.024886
10.837626,15,161.087977
33.995667,27,161.202757
36.503531,30,161.343531
8.636668,12,161.400279
7.529279,10,161.444753
11.642551,34,161.588567
7.917175,13,161.642287
10.792749,24,161.752351
11.787585,13,161.806381
8.279412,26,161.913844
16.038999,19,161.993498
9.740741,18,162.06673
6.225821,15,162.129346
8.32775,15,162.193004
5.462655,13,162.247257
7.998822,11,162.292913
7.1645,11,162.336565
8.310553,14,162.393029
39.864511,38,162.556974
8.814406,18,162.633417
17.430859,20,162.714712
10.432781,23,162.809125
5.984533,9,162.84593
7.097797,14,162.904997
7.432896,13,162.960009
10.428955,29,163.081412
5.373208,8,163.113495
36.89246,43,163.29418
90.885578,63,163.564523
14.648066,15,163.628835
14.514497,18,163.70087
103.422207,64,163.967581
22.231267,26,770.021169
26.103132,28,770.139341
15.872692,25,770.245511
187.054408,84,770.606254
11.08616,19,770.705721
92.808931,53,770.957697
9.183058,16,771.024729
6.411218,13,771.080638
46.900327,37,771.240936
40.739263,37,771.393366
17.789292,21,771.485356
8.994931,12,771.537657
29.346372,29,771.661004
35.09406,29,771.782353
25.279282,32,771.917674
12.424836,22,772.008307
8.931765,14,772.066197
27.538252,32,772.19925
31.767848,34,772.341118
25.742963,27,772.454396
7.483344,21,772.541191
5.684838,8,772.574926
7.178468,11,772.620982
33.899317,31,772.755462
6.816965,14,772.812608
10.249229,14,772.868986
111.109197,63,773.129281
78.530824,48,773.326029
21.652165,22,773.420691
75.818002,68,773.713703
13.98089,14,773.772963
34.236449,27,773.890801
13.491504,26,773.997111
13.816287,28,774.113986
9.280859,16,774.180874
32.848164,32,774.313263
21.951761,29,774.438448
6.520531,15,774.5012
6.366842,10,774.543714
6.824137,10,774.584779
109.995422,101,775.006407
28.231032,34,775.14928
63.263303,43,775.339614
8.752106,14,775.400009
7.945425,12,775.450569
18.138368,18,775.524442
6.893948,10,775.568041
7.424978,9,775.607461
38.845969,28,775.729857
12.651148,17,775.802664
17.391775,16,775.870167
41.098525,36,776.023423
9.474167,11,776.068986
23.106292,24,776.170135
10.834281,15,776.233098
24.626643,26,776.344993
13.846936,23,776.440329
21.885563,23,776.538948
36.599994,40,776.712429
118.765941,71,777.012562
11.305684,13,777.067682
62.035106,57,777.316985
24.63693,29,777.437915
34.273295,30,777.565779
22.530749,30,777.69238
11.457757,14,777.75074
92.972593,70,778.04892
96.04611,52,778.270038
97.404917,62,778.532419
12.222819,15,778.595804
13.881975,14,778.65467
20.056274,22,778.747604
34.211232,26,778.856816
7.337188,11,778.903907
28.374284,30,779.032714
9.309969,13,779.085632
55.268139,45,779.276697
53.444002,48,779.479844
7.098855,13,779.539932
29.463328,24,779.639643
10.475874,17,779.713252
15.818401,16,779.781379
18.480526,17,779.852982
12.280421,17,779.925448
14.979784,19,780.005228
12.615253,17,780.07849
17.444194,19,780.155866
19.07725,23,780.254477
8.506653,13,780.309069
16.065318,21,780.396492
11.367112,12,780.447076
92.425361,54,780.676303
69.08881,67,780.964323
13.164395,15,781.02902
6.186967,9,781.067662
10.105443,12,781.116348
11.187542,25,781.21666
7.730153,10,781.258795
7.035324,10,781.30304
15.89534,18,781.377512
26.180379,31,781.507334
81.821007,68,781.838032
12.025314,14,781.899249
11.246534,15,781.96624
21.286915,25,782.070923
20.231514,19,782.148096
51.001741,41,782.319821
84.19307,54,782.547237
9.004443,11,782.593385
22.25053,22,782.682799
6.677714,11,782.729321
72.089553,47,782.921706
27.23509,23,783.021504
14.818411,20,783.1073
202.972724,111,783.562152
14.570355,15,783.624405
22.962468,21,783.713073
29.726641,23,783.810414
12.424734,16,783.876791
54.667933,33,784.008125
21.193347,24,784.105414
8.542597,15,784.16797
11.202734,25,784.273319
152.543954,85,784.633402
9.660986,13,784.686913
13.567632,25,784.789429
8.653878,11,784.835655
7.067373,11,784.883734
129.656575,69,785.170374
72.22305,52,785.388835
6.591788,9,785.425906
8.268818,12,785.479055
20.083833,20,785.567711
11.466976,20,785.650057
57.885035,35,785.792439
11.257808,19,785.872409
11.467178,22,785.965397
6.104665,8,785.997785
8.334079,11,786.042228
26.164256,29,786.164661
60.912578,42,786.338356
16.731384,19,786.418986
20.698165,22,786.514541
24.790332,21,786.604694
9.904393,12,786.653953
24.378837,22,786.747535
8.631073,14,786.806791
11.277399,14,786.866066
38.592875,32,787.000154
41.539405,43,787.180051
109.002218,60,1162.994642
12.213709,18,1163.068172
32.62898,24,1163.167598
179.09705,82,1163.511946
26.651868,23,1163.61729
11.00633,12,1163.683836
9.143046,13,1163.752486
103.821551,79,1164.105036
226.206026,118,1164.586233
97.757545,67,1164.860579
12.294599,17,1164.9323
87.200364,59,1165.170517
164.765554,102,1165.588175
43.45891,49,1165.786267
14.710704,25,1165.889958
21.387079,19,1165.968446
125.637146,69,1166.252143
108.203156,66,1166.535668
101.068151,63,1166.810494
66.604226,42,1166.985512
124.676092,72,1167.285512
201.307269,92,1167.668308
37.800032,29,1167.789511
16.52759,27,1167.899274
41.46645,34,1168.039444
15.040044,31,1168.165957
12.872427,15,1168.228942
19.393783,22,1168.320887
114.277869,62,1168.583603
93.944402,71,1168.8734
