#{"t_start": 1545807785.3399637, "gym_version": "0.10.8", "env_id": "Hopper-v2"}
r,l,t
36.381962,28,146.301567
6.544205,10,146.341595
5.759466,22,146.43531
9.16547,16,146.503373
7.72978,16,146.569381
22.720582,27,146.681562
14.013015,19,146.761456
15.004657,21,146.851714
19.799059,26,146.959631
41.826009,42,147.139763
6.652653,12,147.189378
11.919095,18,147.262899
10.328005,12,147.31333
13.25049,14,147.372939
11.70886,12,147.423908
9.945071,32,147.557389
11.022255,28,147.682583
24.408016,23,147.779881
21.210185,23,147.874932
48.378352,54,148.10089
16.34537,33,148.236007
6.451596,11,148.281513
22.607497,23,148.377784
8.974167,26,148.485633
17.649776,16,148.552358
20.539257,25,148.654137
7.827941,11,148.699875
5.658268,11,148.744635
15.616003,16,148.812767
10.931132,17,148.883866
5.716125,15,148.944382
21.297887,22,149.041036
14.743978,15,149.106112
21.085496,29,149.226982
13.347137,15,149.288313
6.444664,8,149.32126
18.809658,20,149.404419
12.190047,14,149.460855
9.244918,16,149.52796
6.516435,20,149.615257
7.709526,25,149.717299
9.182308,11,149.764481
5.414408,9,149.802056
7.202495,10,149.845382
8.919114,11,149.89157
6.689207,9,149.927991
10.457578,12,149.978455
7.758857,17,150.049755
76.002828,71,150.348314
8.32388,10,150.388543
4.320979,7,150.417479
21.31807,17,150.488083
20.981866,24,150.588473
17.792777,23,150.686805
65.727481,49,150.89148
6.658742,12,150.942917
7.652329,16,151.009387
10.142153,12,151.060219
14.110745,16,151.124505
10.355998,12,151.175064
10.918012,15,151.240648
17.786497,30,151.364801
13.167017,13,151.420305
32.327647,29,151.543811
6.575535,9,151.578965
9.126724,15,151.643644
37.257611,28,151.760237
6.503166,9,151.795644
8.872464,11,151.840689
17.656898,18,151.916589
6.018014,8,151.951911
33.214855,32,152.085742
23.050215,22,152.175257
18.526689,18,152.247832
7.594227,9,152.283875
8.58643,11,152.330834
7.736793,15,152.392243
5.397089,13,152.445261
9.78139,13,152.500037
11.935973,32,152.635037
15.086979,17,152.704608
12.275011,15,152.768111
13.325203,14,152.82717
7.230007,12,152.875718
7.641852,11,152.920558
22.965401,20,153.002568
10.94537,23,153.121419
12.417598,17,153.19725
7.562071,11,153.24417
6.63196,20,153.336043
6.030146,13,153.395953
11.66005,19,153.482934
8.181202,10,153.524479
32.320751,29,153.644468
7.381191,12,153.69527
20.078538,21,153.784055
9.616933,11,153.829032
6.521429,15,153.888309
11.906985,29,154.004534
23.329917,24,154.104163
15.153499,21,154.190316
11.069761,26,154.301
4.812353,27,154.415368
19.298894,30,154.544025
30.818157,39,154.706515
9.871987,15,154.769983
8.624354,14,154.82792
6.06272,14,154.887675
12.474064,27,155.002332
7.446031,12,155.051831
95.88635,73,155.360203
14.322647,26,155.468708
159.819437,87,155.826252
9.966174,17,155.896041
17.945464,29,156.016996
11.47987,14,156.076247
23.395718,33,156.216394
4.48518,13,156.267973
9.267844,13,156.32052
32.16552,33,156.458312
4.569985,11,156.503332
8.334526,17,156.572381
14.844114,15,156.63344
21.791489,33,156.771414
10.079408,19,156.848465
4.708131,7,156.876987
7.601319,18,156.952995
11.561056,19,157.031789
20.053599,20,157.114807
19.106944,20,157.20013
16.033057,17,157.27092
23.663371,34,157.412312
25.833154,23,157.504158
15.547865,16,157.569717
12.048026,17,157.640723
7.63606,20,157.724042
24.949944,23,157.815874
28.366474,28,157.928372
13.396877,17,157.99905
7.459991,10,158.041147
15.027122,29,158.162049
6.453171,11,158.207857
21.436512,24,158.30871
9.714415,18,158.38394
40.988486,31,158.515536
11.326243,14,158.578653
12.779628,14,158.639363
30.183763,32,158.794703
7.358805,9,158.832434
8.380252,12,158.882123
8.958514,11,158.931729
5.298797,8,158.96775
13.162191,17,159.058584
8.507062,31,159.235917
24.013821,25,159.346715
10.694102,14,159.410718
12.081029,13,159.474167
9.285888,18,159.552728
7.698508,12,159.602383
15.310309,20,159.685647
12.023905,16,159.75179
5.833293,10,159.794572
9.46158,12,159.846133
12.048138,14,159.904585
14.105459,23,160.004591
9.723554,22,160.097463
30.36356,24,160.198646
6.014704,10,160.240588
7.901829,18,160.331865
6.233145,12,160.38507
7.360586,12,160.434286
10.317057,13,160.488967
32.909765,27,160.602999
23.400015,22,160.697369
