#{"t_start": 1545680799.5914202, "gym_version": "0.10.8", "env_id": "Hopper-v2"}
r,l,t
55.507361,64,4.375007
57.509258,71,4.672203
61.756548,64,4.933385
73.890193,72,5.234457
69.993361,74,5.544738
54.040503,58,5.785005
55.408524,65,6.051686
56.189068,61,6.609974
50.867921,67,6.880556
64.107662,66,7.162889
66.845605,73,7.46811
65.535016,80,7.802371
77.537234,73,8.102001
66.095241,89,8.473187
65.628234,76,8.945108
54.873692,62,9.197665
76.390277,82,9.534355
66.021293,81,9.871907
51.433189,64,10.137034
62.05179,69,10.419229
54.47051,59,10.660084
60.676409,68,11.100376
55.004245,61,11.348372
64.737503,73,11.648565
128.983081,100,12.054956
56.993871,65,12.322403
69.928597,83,12.657328
65.475479,75,12.977119
64.704819,71,13.432423
71.177928,68,13.711385
62.500448,62,13.967951
55.712096,60,14.214621
56.119612,61,14.468496
69.101361,69,14.751946
56.679345,63,15.010443
57.845191,63,15.26546
64.630327,67,15.698
60.637936,69,15.985132
56.050961,65,16.256516
60.795323,73,16.558203
56.109621,68,16.840094
55.27306,63,17.104082
63.309408,66,17.378145
54.744416,59,17.619848
54.810947,61,18.027639
63.900107,66,18.299038
56.691229,62,18.553994
64.688748,64,18.820963
60.546476,70,19.123722
68.648737,69,19.411998
59.77932,67,19.695315
62.147025,65,19.971404
63.849181,66,20.40668
56.551076,65,20.693296
67.613668,73,21.003987
56.154594,62,21.270967
64.495787,70,21.568444
59.356626,65,21.842749
75.597266,83,22.185899
96.352565,91,22.723979
69.345685,73,23.042361
69.351127,75,23.352151
59.108864,69,23.63502
65.882958,66,23.902211
59.430398,66,24.169148
63.119661,73,24.471535
62.036238,74,24.934854
70.86047,72,25.233339
54.125489,60,25.48218
80.615592,79,25.808258
75.959941,75,26.114699
61.595619,63,26.373804
134.845858,109,26.824663
58.506252,61,27.241404
69.294726,79,27.571359
69.948449,68,27.851581
154.5159,140,28.441584
86.913115,81,28.777685
73.443442,77,29.095388
111.615063,100,29.669625
93.600896,82,30.01159
57.494078,73,30.314985
59.090431,64,30.58397
56.061034,59,30.832257
72.858782,72,31.136928
65.543782,63,31.40027
144.446237,110,32.01726
68.616185,70,32.311403
58.287384,61,32.560505
68.504697,68,32.856025
123.093458,97,33.261156
100.233646,109,33.705254
62.717737,62,34.120888
111.627205,88,34.484322
73.009364,71,34.778486
67.145346,74,35.08337
58.442325,60,35.326303
56.350905,61,35.578876
71.798056,67,35.853739
118.951818,113,36.480425
103.142779,84,36.828928
86.987623,78,37.148671
67.535012,70,37.429188
57.154901,60,37.668544
87.938545,79,37.98724
83.903856,87,38.502375
124.003672,94,38.889813
78.62103,76,39.196934
83.150256,74,39.498455
100.716371,80,39.825788
58.59764,61,40.075805
87.433013,78,40.39039
77.260107,74,40.853354
110.190213,89,41.220094
65.948433,73,41.521513
138.731589,109,41.977571
114.66339,88,42.341446
83.755489,82,42.676052
125.431182,110,43.314158
58.459958,63,43.576835
86.273673,76,43.892756
95.169186,81,44.22727
126.330656,96,44.622312
90.43126,92,45.008818
111.589735,87,45.530818
68.10762,67,45.807093
92.397993,74,46.113119
80.201752,73,46.417617
75.790512,83,46.761827
62.79684,77,47.084179
77.78567,75,47.397798
136.105316,129,48.094585
82.873839,90,48.466102
53.963687,57,48.693159
59.479675,65,48.959893
66.201467,71,49.259346
68.410656,91,49.634686
122.095796,95,50.192854
98.438763,81,50.527897
78.136087,104,50.953357
