#{"t_start": 1545891377.813813, "gym_version": "0.10.8", "env_id": "Acrobot-v1"}
r,l,t
-500.0,500,77.38703
-500.0,500,79.180924
-500.0,500,80.971192
-500.0,500,82.879751
-500.0,500,362.878146
-500.0,500,364.66795
-500.0,500,366.47157
-500.0,500,368.360214
-500.0,500,556.638491
-500.0,500,558.469695
-500.0,500,560.311672
-500.0,500,562.114037
-500.0,500,751.0259
-500.0,500,752.918874
-500.0,500,754.733095
-500.0,500,756.556298
-500.0,500,943.882962
-500.0,500,945.750452
-500.0,500,947.70544
-500.0,500,949.551837
-500.0,500,1141.273595
-500.0,500,1143.066985
-500.0,500,1144.894587
-500.0,500,1146.693237
-500.0,500,1337.145583
-500.0,500,1338.944406
-500.0,500,1340.754701
-500.0,500,1342.564118
-500.0,500,1531.993419
-500.0,500,1533.856915
-500.0,500,1535.677737
-500.0,500,1537.458604
-500.0,500,1726.603357
-500.0,500,1728.391793
-500.0,500,1730.181143
-500.0,500,1732.052144
-500.0,500,1921.005178
-500.0,500,1922.7941
-500.0,500,1924.593792
-500.0,500,1926.3762
-500.0,500,2115.40496
-500.0,500,2117.310589
-500.0,500,2119.123541
-500.0,500,2121.040452
-500.0,500,2122.824804
-500.0,500,2312.303355
-500.0,500,2314.178204
-500.0,500,2315.980026
-500.0,500,2317.788869
-500.0,500,2506.921396
-500.0,500,2508.721743
-500.0,500,2510.522202
-500.0,500,2512.407142
-500.0,500,2701.575521
-500.0,500,2703.35615
-500.0,500,2705.147513
-500.0,500,2706.941599
-500.0,500,2896.012845
-500.0,500,2897.883142
-500.0,500,2899.684748
-500.0,500,2901.483596
-500.0,500,3090.637908
-500.0,500,3092.433354
-500.0,500,3094.227375
-500.0,500,3096.105376
-500.0,500,3285.212121
-500.0,500,3286.999834
-500.0,500,3288.786819
-500.0,500,3290.56195
-500.0,500,3479.525189
-500.0,500,3481.400397
-500.0,500,3483.217924
-500.0,500,3485.016418
-500.0,500,3674.035614
-500.0,500,3675.82186
-500.0,500,3677.645846
-500.0,500,3679.500128
-500.0,500,3868.528769
-500.0,500,3870.350911
-500.0,500,3872.156565
-500.0,500,3873.937323
-500.0,500,4062.953152
-500.0,500,4064.737978
-500.0,500,4066.526079
-500.0,500,4068.318582
-500.0,500,4070.105788
-500.0,500,4259.100275
-500.0,500,4260.968775
-500.0,500,4262.745759
-500.0,500,4264.545541
-500.0,500,4453.336787
-500.0,500,4455.12515
-500.0,500,4456.921315
-500.0,500,4458.757555
-500.0,500,4647.883277
-500.0,500,4649.687113
-500.0,500,4651.491832
-500.0,500,4653.294071
-500.0,500,4842.350225
-500.0,500,4844.239678
-500.0,500,4846.043919
-500.0,500,4847.852382
-500.0,500,5036.719503
-500.0,500,5038.511976
-500.0,500,5040.301713
-500.0,500,5042.183053
-500.0,500,5231.442159
-500.0,500,5233.231832
-500.0,500,5235.024207
-500.0,500,5236.819322
-500.0,500,5425.977823
-500.0,500,5427.763347
-500.0,500,5429.565917
-500.0,500,5431.388041
-500.0,500,5620.330792
-500.0,500,5622.122863
-500.0,500,5624.010979
-500.0,500,5625.82073
-500.0,500,5814.93354
-500.0,500,5816.730454
-500.0,500,5818.514468
-500.0,500,5820.316751
-500.0,500,6009.336869
-500.0,500,6011.126529
-500.0,500,6012.936009
-500.0,500,6014.736257
-500.0,500,6203.796606
-500.0,500,6205.588462
-500.0,500,6207.461501
-500.0,500,6209.278687
-500.0,500,6211.101996
-500.0,500,6399.899313
-500.0,500,6401.700073
-500.0,500,6403.512493
-500.0,500,6405.392043
-500.0,500,6594.377388
-500.0,500,6596.17214
-500.0,500,6597.985491
-500.0,500,6599.799285
-500.0,500,6788.922091
-500.0,500,6790.796224
-500.0,500,6792.5962
-500.0,500,6794.404352
-500.0,500,6983.452524
-500.0,500,6985.234672
-500.0,500,6987.012608
-500.0,500,6988.892367
-500.0,500,7177.815257
-500.0,500,7179.606809
-500.0,500,7181.420775
-500.0,500,7183.232993
-500.0,500,7372.368527
-500.0,500,7374.25627
-500.0,500,7376.063102
-500.0,500,7377.856271
-500.0,500,7567.060699
-500.0,500,7568.843506
-500.0,500,7570.654752
-500.0,500,7572.523225
-500.0,500,7761.506377
-500.0,500,7763.313137
-500.0,500,7765.120909
-500.0,500,7766.920307
-500.0,500,7955.931431
-500.0,500,7957.719311
-500.0,500,7959.515145
-500.0,500,7961.329047
-500.0,500,8150.016868
-500.0,500,8151.805839
-500.0,500,8153.606507
-500.0,500,8155.413643
-500.0,500,8157.215304
-500.0,500,8346.279221
-500.0,500,8348.076497
-500.0,500,8349.881973
-500.0,500,8351.692966
