#{"t_start": 1545891378.3192015, "gym_version": "0.10.8", "env_id": "Acrobot-v1"}
r,l,t
-500.0,500,76.883365
-500.0,500,78.676359
-500.0,500,80.467497
-500.0,500,82.375966
-500.0,500,362.373421
-500.0,500,364.163764
-500.0,500,365.966977
-500.0,500,367.856021
-500.0,500,556.134809
-500.0,500,557.965466
-500.0,500,559.808291
-500.0,500,561.610383
-500.0,500,750.521203
-500.0,500,752.414201
-500.0,500,754.228532
-500.0,500,756.051687
-500.0,500,943.378275
-500.0,500,945.245974
-500.0,500,947.201294
-500.0,500,949.04791
-500.0,500,1140.770349
-500.0,500,1142.562687
-500.0,500,1144.390275
-500.0,500,1146.188694
-500.0,500,1336.641573
-500.0,500,1338.440523
-500.0,500,1340.250408
-500.0,500,1342.059665
-500.0,500,1531.486772
-500.0,500,1533.353318
-500.0,500,1535.173471
-500.0,500,1536.954045
-500.0,500,1726.098921
-500.0,500,1727.887191
-500.0,500,1729.677167
-500.0,500,1731.547854
-500.0,500,1920.501203
-500.0,500,1922.289612
-500.0,500,1924.089686
-500.0,500,1925.871598
-500.0,500,2114.900927
-500.0,500,2116.805889
-500.0,500,2118.619586
-500.0,500,2120.535813
-500.0,500,2122.320276
-500.0,500,2311.798944
-500.0,500,2313.673583
-500.0,500,2315.475847
-500.0,500,2317.284264
-500.0,500,2506.417638
-500.0,500,2508.217055
-500.0,500,2510.017986
-500.0,500,2511.903206
-500.0,500,2701.071477
-500.0,500,2702.851682
-500.0,500,2704.643362
-500.0,500,2706.437289
-500.0,500,2895.507025
-500.0,500,2897.378444
-500.0,500,2899.180475
-500.0,500,2900.979348
-500.0,500,3090.133203
-500.0,500,3091.929418
-500.0,500,3093.722695
-500.0,500,3095.600772
-500.0,500,3284.707758
-500.0,500,3286.495171
-500.0,500,3288.282539
-500.0,500,3290.057919
-500.0,500,3479.020481
-500.0,500,3480.89678
-500.0,500,3482.714051
-500.0,500,3484.511764
-500.0,500,3673.531888
-500.0,500,3675.317277
-500.0,500,3677.141361
-500.0,500,3678.995851
-500.0,500,3868.024541
-500.0,500,3869.847066
-500.0,500,3871.651867
-500.0,500,3873.432796
-500.0,500,4062.449362
-500.0,500,4064.233313
-500.0,500,4066.021383
-500.0,500,4067.813921
-500.0,500,4069.601509
-500.0,500,4258.595934
-500.0,500,4260.462566
-500.0,500,4262.241945
-500.0,500,4264.04222
-500.0,500,4452.832386
-500.0,500,4454.621327
-500.0,500,4456.416625
-500.0,500,4458.252698
-500.0,500,4647.378746
-500.0,500,4649.183156
-500.0,500,4650.987581
-500.0,500,4652.78945
-500.0,500,4841.846122
-500.0,500,4843.735926
-500.0,500,4845.539303
-500.0,500,4847.347755
-500.0,500,5036.21561
-500.0,500,5038.007861
-500.0,500,5039.797047
-500.0,500,5041.678064
-500.0,500,5230.938067
-500.0,500,5232.727185
-500.0,500,5234.520038
-500.0,500,5236.314814
-500.0,500,5425.473323
-500.0,500,5427.259278
-500.0,500,5429.061422
-500.0,500,5430.883404
-500.0,500,5619.826061
-500.0,500,5621.618651
-500.0,500,5623.507397
-500.0,500,5625.316269
-500.0,500,5814.428803
-500.0,500,5816.22587
-500.0,500,5818.010239
-500.0,500,5819.812251
-500.0,500,6008.832278
-500.0,500,6010.622865
-500.0,500,6012.432186
-500.0,500,6014.231662
-500.0,500,6203.292345
-500.0,500,6205.083889
-500.0,500,6206.95733
-500.0,500,6208.774023
-500.0,500,6210.597361
-500.0,500,6399.395259
-500.0,500,6401.195408
-500.0,500,6403.008767
-500.0,500,6404.887803
-500.0,500,6593.87347
-500.0,500,6595.668193
-500.0,500,6597.48104
-500.0,500,6599.294707
-500.0,500,6788.417459
-500.0,500,6790.292212
-500.0,500,6792.092518
-500.0,500,6793.900404
-500.0,500,6982.948203
-500.0,500,6984.729998
-500.0,500,6986.508535
-500.0,500,6988.388143
-500.0,500,7177.310874
-500.0,500,7179.102502
-500.0,500,7180.916285
-500.0,500,7182.729225
-500.0,500,7371.863777
-500.0,500,7373.751592
-500.0,500,7375.559569
-500.0,500,7377.352099
-500.0,500,7566.556385
-500.0,500,7568.339601
-500.0,500,7570.150739
-500.0,500,7572.018648
-500.0,500,7761.001683
-500.0,500,7762.809424
-500.0,500,7764.617154
-500.0,500,7766.41615
-500.0,500,7955.426628
-500.0,500,7957.214684
-500.0,500,7959.01121
-500.0,500,7960.824877
-500.0,500,8149.513178
-500.0,500,8151.301342
-500.0,500,8153.101941
-500.0,500,8154.909384
-500.0,500,8156.711525
-500.0,500,8345.775308
-500.0,500,8347.572313
-500.0,500,8349.377773
-500.0,500,8351.188424
