#{"t_start": 1545682207.8222313, "gym_version": "0.10.8", "env_id": "Hopper-v2"}
r,l,t
23.552736,21,1.649684
22.186316,21,1.730837
12.150491,17,1.796905
16.121345,27,1.905018
17.768012,29,2.020847
6.540036,16,2.085456
13.043939,16,2.148325
6.912388,9,2.182312
7.310165,11,2.225054
12.71281,14,2.27975
9.252935,12,2.328121
9.596346,12,2.375577
50.498892,43,2.546074
9.913256,20,2.623856
18.471508,18,2.695313
41.454991,38,2.845054
7.320253,13,2.895664
16.846961,18,2.964393
8.434215,12,3.012173
8.052475,10,3.051318
9.440474,13,3.102559
12.064247,13,3.152829
21.738516,26,3.257768
6.088331,13,3.308495
15.181771,18,3.378438
9.622253,13,3.430039
17.658236,17,3.496371
11.1916,14,3.552333
10.118336,13,3.905554
5.937597,8,3.93685
8.497655,14,3.991383
20.55993,20,4.073441
5.567961,24,4.167419
5.350206,9,4.205433
10.949753,14,4.260307
8.381777,12,4.308949
9.573499,13,4.361503
13.971213,18,4.433116
4.841163,8,4.46438
21.238697,37,4.609134
19.932933,19,4.6837
24.263103,27,4.788103
11.808623,14,4.842084
18.242223,25,4.940434
93.346271,55,5.157977
8.101263,23,5.249421
5.713012,8,5.280993
18.839178,19,5.357103
8.48252,26,5.460528
6.016572,29,5.573255
12.364021,23,5.66388
7.218362,14,5.717462
7.817214,11,5.758558
11.975959,15,5.817481
72.611503,45,6.150837
92.458352,66,6.409227
10.984744,22,6.496171
81.803328,46,6.687679
115.148455,78,7.000284
72.04772,70,7.274002
105.070939,67,7.538084
20.372483,27,7.642983
68.124896,50,7.843367
7.143051,14,7.901059
196.625174,120,8.530736
14.380678,18,8.603231
212.190452,95,8.986336
51.920885,31,9.111402
25.241468,34,9.244553
84.53085,62,9.492586
129.168493,75,9.797238
20.68022,21,9.882405
97.043157,53,10.095718
72.008981,47,10.287709
192.044099,93,10.817364
32.945311,39,10.970506
178.462398,82,11.293314
126.409913,65,11.549745
8.941887,14,11.605334
119.931086,67,11.865753
90.175822,49,12.053918
182.821662,96,12.429836
87.383106,49,12.780798
212.451914,93,13.142838
223.033411,105,13.552125
186.488275,90,13.901547
61.317209,37,14.046582
74.240584,44,14.218434
110.844847,61,14.453181
129.119443,65,14.866112
200.365964,88,15.213289
192.227401,88,15.558017
102.836773,57,15.781889
225.731385,114,16.224468
217.270282,98,16.618023
210.469799,96,17.149115
213.346657,93,17.510636
138.177219,69,17.779559
65.432186,40,17.933357
76.393908,46,18.113396
213.454383,94,18.478326
205.440488,91,18.830538
217.858456,95,19.365672
210.882649,92,19.725067
199.752815,89,20.075452
161.964463,76,20.37668
213.683612,93,20.742818
210.216241,91,21.101008
208.424836,92,21.622809
215.018899,94,21.991662
215.569577,94,22.359595
218.613533,96,22.739542
204.485206,90,23.094726
196.928357,89,23.604983
227.044959,96,23.983485
203.124997,91,24.342457
184.757141,84,24.670893
207.084013,91,25.030163
223.286942,99,25.419374
214.673657,93,25.949285
188.087866,86,26.28541
215.772012,94,26.668713
243.730403,105,27.082819
215.902374,98,27.465929
205.06339,92,27.990363
227.58584,100,28.380755
79.029334,45,28.555884
210.601686,93,28.920841
224.573624,95,29.296727
229.675618,99,29.685364
251.066121,103,30.250019
302.766357,126,30.747051
238.756045,102,31.143319
265.846185,111,31.57921
310.956327,118,32.202917
300.64449,117,32.661896
234.176018,99,33.049236
263.076873,107,33.467952
327.85001,130,33.985787
247.57745,111,34.584995
324.832554,125,35.074006
311.146894,125,35.564571
319.922507,124,36.052039
344.08043,129,36.734521
337.263434,129,37.236591
272.75211,115,37.68431
356.568015,134,38.210626
347.653772,127,38.865836
319.318609,120,39.334015
346.508543,130,39.839127
361.097417,133,40.359288
357.419084,131,41.037577
296.416171,121,41.51223
333.351215,127,41.999962
331.488738,126,42.504336
341.182508,127,43.171881
337.576476,130,43.684074
351.511231,137,44.224293
332.284308,126,44.716327
335.240014,128,45.364231
375.036277,137,45.897024
332.648715,126,46.382278
347.380503,131,46.902826
366.203499,136,47.589047
368.413445,139,48.120706
344.099522,132,48.623358
367.778144,139,49.167006
391.944592,140,49.880023
374.362558,137,50.421172
390.334996,140,50.980997
360.916011,136,51.679102
376.146866,140,52.233238
405.207448,142,52.778796
377.918432,139,53.315957
385.361245,143,54.044798
404.105956,146,54.609841
386.425647,137,55.132958
396.650123,147,55.70823
397.225936,140,56.409086
380.812456,140,56.9438
379.691254,137,57.483027
401.459571,142,58.224843
394.966035,140,58.771188
410.577382,145,59.331733
368.410149,138,59.864148
410.344226,145,60.582018
411.010237,148,61.147897
413.273817,145,61.703202
406.493539,145,62.420961
416.31749,145,62.973708
399.253392,142,63.514489
438.57021,153,64.104097
432.084074,149,65.395789
420.80183,146,66.85001
399.636836,148,67.745438
423.451794,148,68.47758
435.69039,152,69.057221
425.571186,148,69.62574
430.4511,148,70.188156
437.098955,149,70.923948
428.808007,149,71.515109
459.415251,156,72.117075
454.254628,154,72.869777
407.358312,142,73.420876
457.154416,156,74.02247
486.472391,165,74.662596
481.18708,163,75.446605
486.982168,163,76.073462
474.277324,159,76.68318
472.52599,158,77.45382
535.150382,174,78.132946
476.034223,161,78.746497
503.681254,166,79.5494
488.916576,162,80.166324
528.402447,170,80.814323
523.587618,170,81.625562
520.782028,167,82.263267
561.443347,180,82.956259
564.983885,181,83.810738
580.502835,184,84.5197
575.776133,182,85.24643
595.950763,188,86.217114
530.180931,169,86.863959
635.979461,201,87.851856
591.252687,185,88.553265
619.430698,194,89.311569
626.931028,195,90.220267
621.69605,193,90.97182
637.190891,198,91.72897
645.541995,203,92.666393
643.402453,201,93.43514
641.882225,201,94.368807
616.390696,190,95.112816
627.584629,194,95.87508
651.562503,201,96.810481
639.287874,199,97.565549
656.788377,206,98.538229
649.543763,203,99.331655
650.069544,202,100.11044
653.9685,204,101.05461
667.326013,206,101.871725
659.884257,204,102.827674
642.156056,201,103.599865
652.917462,204,104.388355
681.278302,210,105.358769
634.117172,197,106.120188
664.126936,209,107.087137
679.388309,210,107.913506
699.309503,216,108.758645
678.510397,210,109.738025
696.618297,215,110.577434
695.516144,214,111.570305
692.193465,214,112.401691
692.641058,215,113.233631
668.771656,205,114.187717
715.926159,222,115.042968
669.159071,205,115.995711
703.422044,218,116.83736
705.523004,218,117.855891
717.634812,221,118.708511
696.822903,215,119.539554
683.799464,210,120.511258
673.653667,208,121.310927
708.398412,219,122.318323
727.789282,223,123.18068
700.00179,215,124.015484
723.937663,225,125.058642
721.487437,222,125.915763
717.071988,222,126.932578
712.696142,220,127.797947
744.763236,227,128.841949
732.940666,224,129.704191
739.532391,226,130.733525
702.870726,215,131.571728
729.955557,223,132.430932
456.617039,161,133.21102
742.145293,228,134.088182
909.708627,261,135.260086
725.850495,222,136.113065
708.260154,219,137.113764
797.694956,239,138.05578
814.991449,241,138.976247
791.211514,235,140.042159
738.129734,222,140.895799
792.264676,239,141.972509
801.651029,239,142.891208
862.618656,253,144.02581
653.388457,205,144.80912
816.577978,241,145.884119
916.382443,260,146.876351
775.112928,231,147.930018
932.590323,274,148.985921
798.981495,237,150.044239
929.288276,272,151.065629
1011.694741,303,152.375987
960.919949,290,153.484819
962.281549,283,154.721072
968.236287,292,155.830108
955.48209,282,157.066141
985.894904,295,158.363482
1254.473947,372,159.773545
958.835026,291,161.050977
1037.945452,305,162.186726
848.918425,247,163.268914
1289.560921,380,164.886853
1014.435456,302,166.03889
997.95144,293,167.318923
1220.206282,371,168.899644
1213.041501,358,170.262087
972.170921,279,171.505171
991.258761,284,172.592472
1245.314984,368,174.158935
985.040537,280,175.378798
1019.230174,301,176.519566
1113.180349,324,177.902738
932.138271,283,178.964179
1010.709169,294,180.244579
1427.693344,419,182.026539
1096.257865,318,183.238551
1277.074764,376,184.830768
1349.895274,393,186.473759
1208.499485,342,187.942174
1079.307224,313,189.127397
1280.213681,367,190.683264
1570.253286,465,192.598545
1347.31177,396,194.2692
1796.136726,531,196.444762
1250.298399,353,197.79572
1540.075472,439,199.628794
1521.125462,428,201.423642
1293.144369,382,203.042946
1295.77982,384,204.506637
3147.74101,915,208.322215
2106.862894,599,210.769036
992.102131,289,212.034704
1291.903926,364,213.56612
2654.178089,774,216.641233
1755.511856,495,218.68587
2852.987872,815,222.104018
2119.336098,611,224.583648
3217.187183,913,228.384258
1524.212345,428,230.155875
2451.749893,700,232.987072
1297.693856,367,234.549408
1312.717673,377,235.951194
1664.654109,470,237.89253
2323.870124,660,240.736493
1238.205642,356,242.10071
1976.797123,593,244.515609
2980.762776,844,248.037386
2525.008164,715,251.102555
3402.857982,1000,255.069448
3101.592468,882,258.73149
1372.907757,388,260.335448
3423.803973,1000,264.418441
1407.268963,397,266.070262
1862.855165,529,268.270437
1172.406409,332,269.537374
3418.512373,1000,273.673907
3392.907102,1000,277.784821
1204.084197,334,279.212023
2106.399835,595,281.638397
1267.240408,354,283.144358
1086.225529,309,284.320411
1705.729263,475,286.298995
3404.440906,1000,290.413221
1082.270088,307,291.739392
1278.237746,353,293.250539
1777.207112,493,295.262299
1776.92128,496,297.123866
2053.098562,573,299.616411
1689.834332,473,301.574027
1576.423855,438,303.239091
1344.702582,378,304.828151
1818.062323,500,306.892493
2879.022578,824,310.34723
2296.670654,645,312.911403
1274.520217,365,314.432967
3514.524562,1000,318.510627
3332.224708,937,322.215273
1306.442572,365,323.761061
1872.107736,528,325.910849
985.287749,293,327.186531
1296.662987,370,328.780687
1304.064383,365,330.181541
2157.338643,597,332.617464
3451.403294,1000,336.72674
2426.457046,680,339.662321
1576.104942,431,341.462296
1285.819168,361,342.837928
1277.252044,365,344.383185
1276.40352,350,345.876768
1797.91082,494,347.91698
2663.827843,760,350.978819
1223.561868,344,352.459353
2117.234772,581,354.826219
1528.905067,420,356.570879
3317.514102,927,360.443118
1593.091851,437,362.092628
2712.788199,744,365.258115
1324.425718,365,366.825293
1566.218439,430,368.46858
2842.317258,786,371.783038
3018.485472,822,375.215078
2056.744365,567,377.555579
2297.236916,630,380.1263
3520.566234,1000,384.240437
1553.391889,422,386.038365
1488.168926,408,387.604384
1579.688534,433,389.401917
2835.415132,788,392.740631
2059.816506,558,395.05332
1309.278808,366,396.615897
1448.877592,397,398.120888
1823.564328,499,400.174586
3506.801544,1000,404.234695
3022.429643,825,407.629983
1566.082341,429,409.405545
3516.197447,1000,413.606631
1056.124307,298,414.745929
1420.293103,389,416.372224
1299.583513,364,417.895721
1316.376997,373,419.316385
1392.82654,385,420.950077
2775.00193,763,424.209408
2720.588176,744,427.183633
1534.578451,418,428.914172
3498.090924,1000,432.969321
1041.065127,288,434.204204
1131.455725,312,435.36783
1361.143006,379,436.968057
1232.61851,334,438.38377
1986.037573,538,440.589263
3298.027366,912,444.16638
1596.04972,432,445.957081
2446.411352,667,448.674848
3588.543684,1000,452.782512
1610.870709,439,454.615976
2021.974884,553,456.865085
1461.051112,402,458.549626
3512.96941,1000,462.671912
2754.870741,755,465.839354
1832.50885,506,467.886534
2619.591697,719,470.745082
899.810372,247,471.690275
3559.202606,1000,475.81839
3544.893865,1000,479.938516
2127.824996,579,482.477565
3323.833434,896,486.020576
