#{"t_start": 1545682208.753731, "gym_version": "0.10.8", "env_id": "Hopper-v2"}
r,l,t
11.112842,13,0.687591
10.480248,12,0.73367
49.193414,36,0.874027
10.78909,13,0.926807
9.108856,23,1.018352
11.102801,18,1.090238
8.956455,13,1.142391
10.012982,14,1.197924
17.472283,15,1.255614
8.237388,10,1.294404
22.188898,25,1.393661
35.852571,30,1.511398
10.561519,19,1.587158
8.45473,10,1.628011
6.10293,10,1.665571
18.57578,37,1.811891
11.493622,20,1.890981
7.748776,10,1.930164
8.508131,10,1.968872
32.459048,36,2.108833
21.710052,24,2.202554
6.404863,12,2.251511
9.969227,26,2.354281
7.610362,10,2.392616
7.548045,14,2.448247
5.82767,9,2.481967
4.418735,8,2.514659
5.331952,10,2.552198
12.776207,19,2.629335
43.484384,41,3.092623
5.891444,9,3.129242
4.920715,8,3.161262
16.363361,19,3.236687
12.308692,15,3.298344
28.533469,44,3.474535
6.66531,9,3.510516
7.151664,11,3.553069
5.895037,9,3.588875
17.074753,26,3.69036
18.798944,18,3.76186
15.692553,15,3.817588
8.729206,13,3.868795
10.257235,12,3.916069
5.901234,14,3.970289
14.34265,15,4.02901
9.544112,12,4.076422
7.844038,13,4.126967
9.88313,16,4.191387
8.241549,30,4.310891
10.878509,26,4.41437
7.721752,15,4.475232
13.508703,14,4.529656
6.166412,9,4.565607
5.155351,25,4.661878
14.301442,23,4.753991
11.219681,15,4.809217
4.454492,8,4.839394
20.108369,18,4.909201
6.546772,11,4.951096
9.694957,14,5.166645
7.694148,10,5.204423
152.462906,73,5.490636
29.502555,27,5.600392
7.191133,14,5.663735
6.23461,14,5.7174
133.513672,73,6.010513
119.379108,72,6.290127
14.573503,34,6.427919
12.418116,16,6.490031
27.667307,42,6.653964
25.531394,32,6.778738
9.865347,16,6.843359
7.00825,13,6.896102
8.248711,10,6.938989
26.350543,23,7.031305
25.09976,22,7.118782
14.685312,25,7.376537
64.27501,40,7.52831
73.576252,55,7.7495
94.585759,61,7.996141
76.905595,46,8.181378
112.378769,61,8.42064
14.223643,19,8.49812
19.516182,32,8.626643
19.646889,17,8.695573
37.566842,31,8.822386
32.162724,30,8.94383
15.450625,18,9.016306
9.034615,12,9.06499
28.696556,40,9.226979
171.152732,122,9.875005
97.288888,57,10.099248
51.931153,32,10.225029
243.000485,136,10.759655
203.183031,99,11.143286
19.346834,21,11.224989
156.214082,82,11.546448
265.301955,163,12.341131
68.146238,41,12.500737
202.634689,91,12.852536
208.461255,99,13.239963
170.43889,79,13.54601
118.14987,64,13.955184
211.330768,92,14.318466
187.480165,93,14.683526
157.604889,75,14.974595
208.609169,93,15.335689
64.557925,39,15.487742
74.335424,43,15.6679
88.537747,50,15.862334
211.685216,93,16.382551
204.57459,97,16.759055
181.60819,87,17.098155
204.657885,91,17.451131
192.80666,85,17.781132
48.670463,29,17.892588
157.648616,77,18.356375
182.789412,83,18.680179
203.138653,91,19.038264
195.443703,88,19.387819
210.189486,93,19.754444
210.185667,94,20.122465
193.952371,90,20.637288
207.491321,90,20.991499
233.321086,103,21.393353
202.153974,89,21.74622
199.545136,90,22.101538
207.776293,91,22.618523
223.354277,97,23.002512
221.921709,96,23.380383
247.39554,104,23.788141
217.970764,95,24.16221
225.954797,97,24.543504
205.861481,93,25.0733
210.584458,97,25.453458
224.333314,98,25.851511
233.710768,101,26.249876
211.649598,93,26.614559
215.662397,95,27.149105
228.803382,96,27.523859
244.508971,103,27.927427
215.99359,93,28.295672
201.677963,89,28.644961
60.967339,38,28.793573
281.166723,111,29.391183
221.877942,97,29.773627
275.955213,111,30.205186
296.292483,115,30.657178
265.385399,109,31.244856
300.46957,118,31.707654
264.654213,110,32.138793
307.482965,119,32.604468
285.230352,121,33.08744
293.846586,116,33.705544
221.867625,104,34.112139
288.985818,118,34.574656
296.376971,119,35.043548
335.237294,125,35.710258
341.298768,130,36.217376
320.344939,125,36.703691
297.371061,115,37.155678
314.007902,131,37.827045
326.69717,124,38.311214
299.407234,121,38.782112
346.325571,130,39.288593
325.94296,125,39.939675
327.554398,124,40.428953
335.229467,127,40.920395
309.358446,124,41.409187
321.334445,129,41.926693
377.389345,140,42.638639
362.133546,135,43.173767
338.512396,129,43.677611
251.76668,107,44.086176
360.03122,135,44.770517
332.696285,127,45.259768
354.930947,134,45.791317
341.964565,132,46.464294
325.538538,130,46.962181
368.539518,135,47.477485
368.759842,137,48.009054
343.96022,126,48.660684
383.968902,139,49.209858
348.813092,129,49.723121
345.940033,132,50.248698
368.500589,136,50.945984
376.390152,138,51.490958
364.018737,139,52.021169
384.585133,141,52.566397
413.58894,146,53.312731
375.830129,138,53.83863
398.557038,142,54.389221
391.836098,144,55.118604
403.433678,144,55.662223
376.5386,139,56.197256
375.585194,137,56.753312
387.000639,138,57.46512
383.584188,138,57.999901
402.590928,142,58.546493
408.06874,144,59.102158
409.729897,148,59.831932
415.076372,147,60.394208
397.328803,144,60.946595
419.224598,149,61.677954
423.400243,149,62.247808
411.735256,149,62.818395
406.950787,147,63.382385
411.182231,149,65.008871
424.142817,149,66.446964
421.352402,150,67.041316
416.824181,148,67.771883
421.33574,147,68.33327
409.000904,143,68.880177
446.792443,154,69.469066
467.687809,158,70.252384
416.139221,146,70.819209
438.541259,151,71.400785
437.210688,149,72.140938
461.239414,157,72.746078
428.048353,148,73.321751
467.800941,158,74.088023
490.402801,162,74.711404
469.388614,158,75.315503
500.536175,166,76.112972
483.846287,161,76.751014
512.205768,170,77.395408
493.105666,166,78.196627
483.110076,162,78.814685
506.062083,167,79.452919
547.778964,180,80.139645
531.167254,174,80.965576
522.476415,169,81.616526
545.826631,172,82.437452
576.658397,184,83.14463
563.477316,179,83.834773
547.889607,173,84.75097
602.569349,189,85.499544
617.553333,190,86.225405
553.823683,174,87.108407
540.856248,175,87.774626
594.561137,189,88.510824
616.542162,194,89.417302
623.849325,196,90.177988
624.142409,196,90.928018
628.992209,194,91.832073
618.613817,195,92.580914
642.377669,201,93.514865
620.447325,191,94.265915
664.922734,207,95.075768
563.199232,182,95.933698
627.262988,195,96.683461
638.344815,199,97.618768
658.984676,205,98.419974
623.921304,196,99.176297
672.179435,209,100.140281
639.618848,202,100.941596
629.875495,198,101.873891
662.752822,208,102.672596
669.727217,207,103.474049
629.852108,197,104.39214
662.568744,209,105.200534
642.490496,201,106.13712
704.388576,218,106.993993
673.105352,207,107.804443
702.178199,217,108.811819
671.152039,209,109.627724
709.160055,217,110.631941
695.728047,218,111.479171
696.110468,214,112.307349
668.139852,208,113.273064
706.224893,217,114.108633
687.348623,213,115.093232
705.866408,217,115.930862
726.394513,224,116.972677
727.127821,223,117.832624
702.875245,217,118.672151
690.311392,215,119.663816
706.909521,217,120.498575
687.0739,210,121.470036
729.050951,225,122.341793
662.239498,206,123.304554
744.475477,227,124.190873
719.370118,222,125.049057
677.559473,212,126.025387
689.477259,214,126.868065
692.013677,215,127.864929
756.963405,230,128.750838
736.78432,229,129.791445
702.268963,215,130.629606
730.831912,226,131.500657
727.896435,223,132.520055
709.493539,219,133.363197
702.536772,217,134.363781
781.457044,234,135.263909
687.242104,210,136.229994
780.077315,231,137.141032
715.196708,222,137.988357
757.574212,227,139.023406
857.4184,253,139.995685
711.617151,214,140.976417
726.158518,219,141.816553
811.112972,235,142.881736
742.458013,223,143.737815
762.882755,228,144.762602
891.708715,264,145.771207
908.375615,269,146.968284
814.59751,241,147.899063
668.899416,205,148.677125
1149.38266,334,150.09367
838.683759,243,151.175923
1112.461611,330,152.433074
948.874562,280,153.664825
875.572402,254,154.621243
1217.402468,352,156.127995
931.436501,276,157.352666
1172.054107,339,158.635048
929.619672,281,159.876369
962.870888,288,160.955513
982.958885,294,162.209382
987.59984,294,163.333236
1201.961127,365,164.892419
1014.385723,293,166.176311
1014.267614,301,167.327439
1271.930636,375,168.906285
1261.57585,370,170.502398
1232.852758,360,171.881017
950.481874,268,173.065881
1239.464708,354,174.563697
930.755506,265,175.569662
2025.357301,592,177.959534
1198.818907,347,179.437755
1229.299403,351,180.958343
1373.790198,395,182.467238
1088.099912,320,183.845021
1027.491625,302,185.146049
1012.248069,301,186.29027
1201.622217,340,187.751121
1165.149809,335,189.165926
1165.170025,332,190.437601
1573.161175,455,192.317374
963.931511,290,193.582978
1311.43122,390,195.071898
1581.801513,461,196.987474
1212.649967,343,198.453535
1514.697889,426,200.242114
1371.518659,401,201.93651
1273.278061,369,203.344836
1263.635268,359,204.872799
2390.992604,698,207.698125
1241.354255,354,209.217638
1939.794905,553,211.481147
1474.658259,415,213.194186
2821.708089,811,216.57412
1184.379111,336,217.862986
1582.071498,450,219.731466
1180.264198,337,221.173812
1544.436231,449,223.037576
1957.317187,555,225.31308
2136.76141,617,227.816758
1211.036434,339,229.256945
1293.741079,378,230.699478
1152.443175,328,232.11091
1587.236385,451,233.981424
1291.130194,369,235.519686
1407.893549,396,237.023134
1781.404253,501,239.098012
2748.081483,789,242.435166
1560.006358,444,244.280105
1267.491658,355,245.634633
2048.089757,580,248.136759
2665.628862,760,251.230044
2710.031994,762,254.443553
2775.953744,788,257.576134
1232.344168,342,259.025785
1887.635371,534,261.190915
1636.049379,462,263.089317
1519.053915,429,264.864696
1337.948451,380,266.34144
1409.834326,394,268.007704
1096.542514,309,269.330759
1308.255185,363,270.696479
2385.445266,673,273.607025
2877.840945,814,276.850579
2003.279483,560,279.152524
1887.026016,533,281.329478
1280.227206,361,282.8645
1499.420664,418,284.626525
2411.425535,675,287.354183
1281.845021,364,288.900846
1476.51052,413,290.6111
1186.122276,326,291.86543
1273.174393,359,293.38241
1086.114133,309,294.697115
1456.86559,406,296.382242
2690.006138,759,299.422955
3486.144023,984,303.479373
1546.295122,436,305.294269
986.451847,280,306.354784
1758.465218,486,308.349889
1846.007077,519,310.481579
2429.290924,677,313.32293
1955.538708,546,315.538
1133.679832,318,316.731515
2961.160463,838,320.214475
3312.647191,924,324.04123
1497.901098,412,325.738518
2138.256882,603,328.232218
2132.05989,607,330.715143
3340.297309,945,334.624071
2139.879718,601,337.070795
3447.920443,1000,341.219784
2167.669111,603,343.670003
1547.901179,428,345.464753
989.272668,284,346.545888
1609.053293,454,348.430487
1838.327217,506,350.530397
1785.658284,492,352.564663
1927.884081,540,354.772626
3055.910163,847,358.314246
2416.866877,676,361.051371
1550.652731,427,362.837624
3032.99936,840,366.390804
1695.806872,470,368.338197
3016.339742,850,371.743453
2064.959071,567,374.041407
1963.325093,548,376.468515
1420.483833,394,377.971103
1096.618281,302,379.292886
1184.527929,325,380.681433
1555.985762,425,382.304998
2661.516954,733,385.432623
1241.698027,339,386.741009
1701.593902,469,388.69167
2094.810104,574,391.037031
3271.92436,897,394.802376
3503.297669,1000,398.931072
990.037608,272,400.10097
2798.197244,773,403.159899
2113.334583,577,405.469697
2213.466941,607,408.063925
2706.83123,746,411.076517
3056.85148,838,414.637964
3477.006912,1000,418.752843
3565.236669,974,422.641603
1322.078369,364,424.201357
3605.168763,992,428.244455
3270.284353,896,431.915202
3623.21166,1000,435.991147
1295.124863,362,437.512934
1661.611702,455,439.247197
1311.498442,362,440.763415
3502.09877,1000,444.844452
1861.707965,524,447.008767
2427.647088,659,449.706979
1509.827154,414,451.413543
1278.732766,357,452.924086
1552.381564,429,454.709668
1432.511117,394,456.354276
3590.29333,1000,460.329296
2433.847742,657,463.121099
1404.295128,383,464.724675
1794.188837,491,466.560268
1927.055053,527,468.690143
1322.365544,369,470.245044
3311.697661,906,474.020325
1004.86168,276,475.237325
1650.388011,448,476.942172
2038.673226,554,479.20132
3553.903639,981,483.274244
1450.16394,393,484.90382
1157.231928,314,486.256716
2488.401878,676,492.399439
1168.601013,324,493.782783
2440.957366,657,496.414367
1626.992024,451,498.27348
2476.336512,673,500.971312
1660.953492,452,502.869412
3639.987217,985,506.912706
1547.572681,415,508.633523
1115.820395,303,509.790329
1895.498593,519,511.926893
1284.131913,347,513.401806
1087.656581,298,514.700332
1289.535279,347,516.027557
2392.069726,645,518.787198
1836.043152,491,520.817561
1560.689811,419,522.429151
2157.109619,575,524.937476
2442.659292,660,527.59625
1579.202707,427,529.361459
1347.149696,368,530.756903
3344.83957,901,534.52531
3682.088822,1000,538.643968
1146.103042,311,539.997179
1082.917905,295,541.128688
1067.792391,294,542.407865
3556.556982,956,546.316388
2124.552183,572,548.65841
1355.238156,372,550.20565
1311.960036,360,551.546512
3560.645993,1000,555.631732
2761.532778,749,558.76006
1626.549011,437,560.572592
1014.664792,280,561.630821
994.881574,273,562.820129
1325.830605,360,564.19375
1898.18987,515,566.310165
1525.357641,411,568.047338
2144.192163,575,570.387873
1607.873849,430,572.180085
1960.04005,534,574.399119
2421.949189,647,577.000015
1000.831102,272,578.205545
1303.451301,355,579.723067
3548.571798,1000,583.892756
975.97271,272,584.905137
1402.632547,380,586.497058
1190.244317,319,587.685621
1586.002043,423,589.427389
1024.426805,276,590.619829
3573.330794,1000,594.772205
2776.646959,750,597.790303
2783.777634,754,600.974591
1062.874069,290,602.078918
985.47936,274,603.300213
1097.76098,300,604.440923
1600.922211,436,606.263422
2993.766095,804,609.644158
1065.115804,288,610.739151
1488.520242,401,612.408427
1556.0076,435,614.242807
3651.378231,985,618.339373
1003.921792,274,619.379197
1337.273681,357,620.905794
1110.153572,301,622.212948
1006.350623,269,623.251993
955.500418,260,624.408803
1830.055603,488,626.42053
1736.507616,467,628.355319
901.236817,253,629.311825
2466.704987,662,631.975198
2259.980643,609,634.612854
3598.52711,1000,638.761062
1495.657083,406,640.283077
3587.016766,1000,644.426832
1393.452929,378,646.025805
1776.754481,480,648.002391
2173.849425,586,650.37262
2391.985576,638,652.962112
2929.97546,782,656.266858
1082.893652,296,657.553243
2136.617116,573,659.898243
1845.702154,491,661.926553
1873.696158,513,664.061482
2559.663285,693,666.901743
1313.672684,358,668.424327
1351.814082,367,669.814677
2540.046741,684,672.748219
1025.645408,278,673.805498
1595.113455,430,675.609246
1190.308693,317,676.976874
1422.180962,378,678.418986
1213.689287,326,679.816103
1009.635343,274,681.019339
3573.868127,957,684.877411
1864.79988,512,687.07391
2160.635882,584,689.667094
3619.079587,1000,693.753012
2333.536544,621,696.224839
1863.749382,495,698.246236
902.683241,243,699.163892
3604.707326,1000,703.267644
909.320562,252,704.389177
1081.738727,290,705.490009
207.627537,90,705.838269
1626.803146,439,707.647339
1153.069951,311,708.98605
1395.742033,377,710.579827
825.722178,230,711.463114
1125.985987,301,712.788576
2440.312111,648,715.41347
1743.235218,465,717.322217
1388.300317,384,718.940443
920.634516,254,719.905288
988.104967,266,721.092487
1326.46875,366,722.487456
1158.514396,312,723.840492
999.396563,275,724.887434
1319.963828,358,726.41386
1581.629978,424,728.178378
1267.21641,350,729.676245
797.191646,223,730.525205
1290.365342,340,731.962307
3177.588737,844,735.37588
1006.809771,278,736.604743
1061.313648,282,737.831945
1730.173693,468,739.639137
1057.661714,293,740.910377
1013.899781,279,742.13813
2795.606223,742,745.118919
812.196833,223,745.977806
1558.915019,418,747.758351
998.599395,284,749.007759
1004.183761,275,750.052739
2172.258336,577,752.414293
1256.946906,337,753.852849
971.162877,262,754.999416
3130.346467,837,758.29588
3698.549341,985,762.350504
1177.633538,314,763.701517
3566.792857,1000,767.777764
3261.775118,871,772.879236
2224.495001,598,775.735507
1173.521692,313,777.115995
1425.900532,385,778.728503
924.044846,247,779.652602
1091.240888,296,780.942561
1327.491259,350,782.424895
1564.159543,417,784.202236
1221.552134,340,785.633199
3639.605788,1000,790.650055
2281.871251,606,793.082103
1099.817654,294,794.37213
1089.909519,289,795.494058
786.73332,216,796.652617
2764.029552,740,799.61068
1023.324622,280,800.825224
2074.524894,548,803.082428
3397.996234,911,806.851675
2256.713428,605,809.322949
2635.054581,699,812.145298
1413.166965,381,813.743615
3625.575373,1000,817.800223
2706.049595,716,820.679682
1818.216017,480,822.674618
2216.303847,590,825.063651
3622.243042,1000,829.17538
1273.491687,332,830.610985
1921.264908,512,832.865875
1819.622978,482,834.857291
1354.004643,365,836.403967
1075.816346,291,837.5105
1919.898605,516,839.601125
1121.506003,302,840.908725
1640.312561,434,842.728526
2142.377801,565,845.007557
1362.173093,365,846.567376
1950.275717,517,848.723977
1092.650716,292,849.810668
1624.553848,436,851.610264
1016.058035,277,852.816664
3748.938946,984,856.666991
1322.875559,349,858.133499
1323.530774,357,859.648408
2719.319821,717,862.562998
1762.760546,466,864.519758
1595.290569,413,866.246947
2767.90361,725,869.186587
1328.929807,350,870.662826
1031.667263,277,871.866015
999.59448,276,872.91488
1008.553104,271,874.092902
2149.768436,582,876.457923
1319.17853,353,877.798533
1686.93775,452,879.68327
3199.241022,842,883.226504
3384.2408,898,886.965391
1739.558896,460,888.869578
1339.120674,360,890.245157
3634.817966,1000,894.377787
2211.316058,579,896.756135
1110.474683,292,898.026026
1502.14109,393,899.68207
3658.30813,1000,903.818026
1013.46418,271,904.848452
866.125975,235,905.909593
805.161617,229,906.787196
3661.979275,1000,910.897124
1115.105911,299,912.19324
1730.545955,461,914.126656
1064.271968,284,915.212053
1918.570937,507,917.303645
1116.540193,300,918.606318
1060.860756,293,919.724534
1133.982737,298,921.010406
972.726243,261,921.986891
1237.37725,328,923.397609
1425.749012,379,924.975601
1170.78595,308,926.131001
1620.257433,423,927.878573
1052.635701,282,929.10105
1504.958092,395,930.756602
1096.918322,288,931.853715
2793.323825,740,934.964392
1380.217985,375,936.370883
1180.155265,315,937.729459
2230.492457,590,940.108638
398.308143,144,940.660049
