#{"t_start": 1545682205.342226, "gym_version": "0.10.8", "env_id": "Hopper-v2"}
r,l,t
6.673135,9,4.082105
19.765623,20,4.160687
30.363641,38,4.309469
8.675011,12,4.356738
16.652266,31,4.482095
8.288689,24,4.576936
11.054701,16,4.639012
19.686666,21,4.720558
13.470926,15,4.780237
10.56211,12,4.827796
11.174351,26,4.92936
21.844594,20,5.009678
9.126235,13,5.061151
13.424365,17,5.127279
13.086089,20,5.206489
10.706711,13,5.257581
6.968716,11,5.301443
25.166611,21,5.383356
77.620959,67,5.644637
15.497133,17,5.713894
12.745884,21,5.796444
9.623947,18,5.866963
13.16778,14,5.921117
8.660289,13,5.971593
10.862224,13,6.024107
27.881893,21,6.409133
8.456008,11,6.451993
9.544238,17,6.519319
9.938126,12,6.56774
56.625962,38,6.720949
8.779149,14,6.777062
12.95986,15,6.838013
6.378514,9,6.873285
8.505151,15,6.933069
4.43115,11,6.975226
11.641187,16,7.037976
5.296063,8,7.069923
9.14874,16,7.133256
15.993827,20,7.210041
28.218606,27,7.314131
6.244354,9,7.349337
8.891345,12,7.396464
9.145835,11,7.439484
9.259131,11,7.482561
5.196435,11,7.526092
17.459282,18,7.598004
38.625045,29,7.713988
3.90856,16,7.777718
8.284343,14,7.832932
104.460667,57,8.056689
14.543248,26,8.160104
12.538172,16,8.219584
19.788232,21,8.300873
5.702775,15,8.357982
43.819083,35,8.652804
152.97653,75,8.947866
7.082967,9,8.983584
7.328829,16,9.057453
10.440411,17,9.124066
48.521109,35,9.264199
22.961366,34,9.400424
29.338671,31,9.522751
24.630638,22,9.60678
116.836714,65,9.865244
15.73929,18,9.936819
9.7888,12,9.983262
25.993189,23,10.072443
62.412906,46,10.254195
58.47514,35,10.397336
15.027466,20,10.477642
150.331047,72,10.915318
86.99203,52,11.12252
72.266091,45,11.305904
54.060307,50,11.506423
10.068795,34,11.643493
70.502307,48,11.831424
9.819404,19,11.908522
65.855736,41,12.072898
16.767524,18,12.148424
195.923731,101,12.555436
149.84921,72,13.00972
90.358978,65,13.265453
134.495584,67,13.529342
87.194257,51,13.729605
189.729972,93,14.097145
101.299086,80,14.40683
81.546487,49,14.597244
10.42328,24,14.688736
62.711214,38,14.837427
216.114773,108,15.419821
13.223409,13,15.471058
103.104426,64,15.720386
225.269134,108,16.139477
207.708197,90,16.491115
50.646026,31,16.610847
154.702585,84,16.937285
185.618996,105,17.510302
116.165301,71,17.788409
81.846595,48,17.974554
208.448325,101,18.368317
218.551568,95,18.739321
101.627255,58,18.964896
61.029283,36,19.118188
194.662837,91,19.629102
246.25968,119,20.091878
213.226413,93,20.452768
54.942966,33,20.58189
150.969762,94,20.946846
191.347928,90,21.295055
219.708093,95,21.829978
202.367756,95,22.201009
220.237586,98,22.587948
204.000779,91,22.946188
205.786507,93,23.312849
125.568964,65,23.568851
199.407597,88,24.075396
194.178424,88,24.421491
214.308955,97,24.800007
200.223805,88,25.148476
210.43616,92,25.511984
